target,relatedWord,pinyin,meaning,level
肆,大肆,dà sì,vô tư,6
肆,放肆,fàng sì,không kiểm soát,7
肇,肇事,zhào shì,gây tai nạn,7
肉,羊肉,yáng ròu,thịt cừu,2
肉,肌肉,jī ròu,cơ bắp,3
肉,烤肉,kǎo ròu,thịt nướng,5
肉,古老肉,gǔ lǎo ròu,sườn xào chua ngọt (món thịt lợn),5
肉,肉体,ròu tǐ,"thân thể, thể xác",8
肌,肌肉,jī ròu,cơ bắp,3
肌,肌肤,jī fū,da,7
肖,肖像,xiào xiàng,chân dung,6
肘,胳膊肘,gē bo zhǒu,khuỷu tay,8
肚,肚子,dù zi,bụng,2
肝,肝脏,gān zàng,gan,7
肠,肠道,cháng dào,Đường ruột,3
肠,结肠,jié cháng,Kết tràng (một phần của ruột già),4
肠,香肠,xiāng cháng,"xúc xích, lạp xưởng",5
肠,心肠,xīn cháng,tâm hồn,7
股,股票,gǔ piào,cổ phiếu,5
股,炒股,chǎo gǔ,đầu cơ cổ phiếu,6
股,股东,gǔ dōng,cổ đông,6
股,股份,gǔ fèn,cổ phần,6
股,股市,gǔ shì,thị trường chứng khoán,7
股,股民,gǔ mín,nhà đầu tư cá nhân,7
肢,四肢,sì zhī,tứ chi,2
肢,肢体,zhī tǐ,chi,4
肤,皮肤,pí fū,da,4
肤,肌肤,jī fū,da,7
肥,减肥,jiǎn féi,giảm cân,4
肥,施肥,shī féi,Bón phân,5
肥,肥皂,féi zào,xà phòng,5
肥,化肥,huà féi,phân hóa học,6
肥,肥沃,féi wò,màu mỡ,6
肥,肥料,féi liào,phân bón,7
肥,肥胖,féi pàng,béo phì,7
肥,肥皂粉,féi zào fěn,"bột xà phòng, bột giặt",7
肥皂,肥皂粉,féi zào fěn,"bột xà phòng, bột giặt",7
肩,肩膀,jiān bǎng,vai,5
肩,肩负,jiān fù,gánh vác,7
肪,脂肪,zhī fáng,chất béo,3
肯,肯定,kěn dìng,"tích cực, chấp thuận, chắc chắn",4
肯,不肯,bù kěn,từ chối,7
育,体育,tǐ yù,thể thao,2
育,教育,jiào yù,giáo dục,2
育,体育场,tǐ yù chǎng,sân vận động,2
育,体育馆,tǐ yù guǎn,"sân vận động, nhà thi đấu",2
育,体育迷,tǐ yù mí,"người hâm mộ thể thao, fan thể thao",3
育,培育,péi yù,"nuôi dưỡng, trồng trọt",4
育,孕育,yùn yù,thai nghén,4
育,发育,fā yù,phát triển,6
育,生育,shēng yù,sinh con,6
育,教育部,jiào yù bù,Bộ Giáo dục,6
育,哺育,bǔ yù,nuôi dưỡng,7
肴,菜肴,cài yáo,"Món ăn, thức ăn",3
肴,佳肴,jiā yáo,cao lương mỹ vị,4
肿,肿瘤,zhǒng liú,khối u; bướu,6
胀,通货膨胀,tōng huò péng zhàng,lạm phát tiền tệ,6
胀,膨胀,péng zhàng,"phình ra, mở rộng",7
胁,威胁,wēi xié,đe dọa,3
胃,胃口,wèi kǒu,sự thèm ăn,5
胆,大胆,dà dǎn,dũng cảm,5
胆,胆小,dǎn xiǎo,"nhát gan, nhút nhát",5
胆,胆小鬼,dǎn xiǎo guǐ,kẻ nhát gan,5
胆,胆怯,dǎn qiè,nhút nhát,6
胆,壮胆,zhuàng dǎn,can đảm,7
胆,胆子,dǎn zi,can đảm,7
胆,提心吊胆,tí xīn diào dǎn,"lo lắng, hồi hộp",7
胆小,胆小鬼,dǎn xiǎo guǐ,kẻ nhát gan,5
背,背后,bèi hòu,ở phía sau,3
背,背景,bèi jǐng,nền,3
背,背影,bèi yǐng,Bóng lưng,4
背,后背,hòu bèi,lưng,5
背,死记硬背,sǐ jì yìng bèi,"học vẹt, học thuộc lòng một cách máy móc",5
背,背心,bèi xīn,áo vest,6
背,背着,bèi zhe,bí mật,6
背,背叛,bèi pàn,phản bội,7
背,背诵,bèi sòng,thuộc lòng,7
背,背面,bèi miàn,"mặt sau, mặt trái",7
背,违背,wéi bèi,trái ngược với,7
胎,轮胎,lún tāi,lốp xe,1
胎,双胞胎,shuāng bāo tāi,sinh đôi,2
胎,胚胎,pēi tāi,phôi thai,7
胖,胖子,pàng zi,người béo,4
胖,肥胖,féi pàng,béo phì,7
胖,心宽体胖,xīn kuān tǐ pán,"Lòng rộng dạ, thoải mái nên thân hình mập mạp, béo tốt (ám chỉ người sống vô tư, ít lo nghĩ nên mập mạp)",8
胚,胚胎,pēi tāi,phôi thai,7
胜,胜利,shèng lì,chiến thắng,2
胜,名胜古迹,míng shèng gǔ jì,danh lam thắng cảnh và di tích lịch sử,2
胜,战胜,zhàn shèng,chinh phục,4
胜,名胜,míng shèng,địa danh,6
胜,胜负,shèng fù,thắng thua,6
胜,优胜劣汰,yōu shēng liè tài,sự sống sót của kẻ mạnh nhất,6
胜,不胜,bù shèng,"không chịu nổi, không thể chịu đựng được; vô cùng, rất",7
胜,取胜,qǔ shèng,đạt chiến thắng,7
胜,胜任,shèng rèn,có năng lực,7
胜,胜出,shèng chū,chiến thắng,7
胜,获胜,huò shèng,giành chiến thắng,7
胜,引人入胜,yǐn rén rù shèng,hấp dẫn,7
胞,双胞胎,shuāng bāo tāi,sinh đôi,2
胞,同胞,tóng bāo,đồng bào,4
胞,细胞,xì bāo,tế bào,6
胡,胡同,hú tòng,ngõ,5
胡,胡说,hú shuō,nói vô nghĩa,5
胡,胡乱,hú luàn,bừa bãi,6
胡,胡须,hú xū,râu ria,6
胡,胡闹,hú nào,nghịch ngợm,7
胡,胡思乱想,hú sī luàn xiǎng,mơ mộng,7
胧,朦胧,méng lóng,mờ mịt,5
胳,胳膊,gē bo,cẳng tay,4
胳,胳膊肘,gē bo zhǒu,khuỷu tay,8
胳膊,胳膊肘,gē bo zhǒu,khuỷu tay,8
胶,胶水,jiāo shuǐ,keo,5
胶,橡胶,xiàng jiāo,cao su,7
胶,胶囊,jiāo náng,viên nang,7
胶,胶片,jiāo piàn,phim chụp ảnh,7
胸,胸部,xiōng bù,ngực,4
胸,胸膛,xiōng táng,ngực,6
胸,心胸,xīn xiōng,tâm hồn rộng mở,7
胸,胸有成竹,xiōng yǒu chéng zhú,lên kế hoạch trước,7
胸,胸怀,xiōng huái,tâm hồn,8
能,可能,kě néng,có thể,1
能,只能,zhǐ néng,chỉ có thể,2
能,能力,néng lì,khả năng,2
能,能够,néng gòu,có thể,2
能,全能,quán néng,toàn năng,3
能,功能,gōng néng,chức năng,3
能,才能,cái néng,"khả năng, tài năng",3
能,本能,běn néng,bản năng,3
能,能不能,néng bu néng,có thể hay không,3
能,智能,zhì néng,trí tuệ,4
能,能干,néng gàn,có khả năng,4
能,能源,néng yuán,nguồn năng lượng,5
能,性能,xìng néng,chức năng,6
能,技能,jì néng,khả năng kỹ thuật,6
能,职能,zhí néng,chức năng,6
能量,正能量,zhèng néng liàng,năng lượng tích cực,7
脂,脂肪,zhī fáng,chất béo,3
脆,干脆,gān cuì,"đơn giản, trực tiếp",3
脆,清脆,qīng cuì,trong trẻo và du dương,7
脆,脆弱,cuì ruò,mong manh,7
脉,命脉,mìng mài,"huyết mạch, mạch sống, yếu tố cốt lõi",3
脉,动脉硬化,dòng mài yìng huà,"xơ vữa động mạch, xơ cứng động mạch",3
脉,脉搏,mài bó,mạch đập,6
脉,动脉,dòng mài,động mạch,7
脉,脉络,mài luò,mạch máu,7
脉,血脉,xuè mài,quan hệ huyết thống,7
脉,来龙去脉,lái lóng qù mài,trình tự sự việc,7
脊,脊梁,jǐ liáng,xương sống,7
脊,书脊,shū jǐ,gáy sách,8
脏,心脏病,xīn zàng bìng,bệnh tim,3
脏,心脏,xīn zàng,trái tim,5
脏,肝脏,gān zàng,gan,7
脑,电脑,diàn nǎo,máy tính,1
脑,头脑,tóu nǎo,bộ não,3
脑,脑袋,nǎo dai,đầu,4
脑,大脑,dà nǎo,não,5
脑,脑子,nǎo zi,bộ não,5
脑,首脑,shǒu nǎo,lãnh đạo,6
脑,脑海,nǎo hǎi,tâm trí,7
脑,脑筋,nǎo jīn,"não, trí óc",7
脑,伤脑筋,shāng nǎo jīn,đau đầu; rắc rối,7
脑,脑瓜子,nǎo guā zi,"đầu óc, cái đầu (thông tục)",7
脑筋,伤脑筋,shāng nǎo jīn,đau đầu; rắc rối,7
脖,脖子,bó zi,cổ,5
脚,脚夫,jiǎo fū,"phu khuân vác, phu khuân gánh",4
脚,脚步,jiǎo bù,bước chân,5
脚,脚印,jiǎo yìn,dấu chân,6
脚,手脚,shǒu jiǎo,thủ đoạn,7
脚,指手画脚,zhǐ shǒu huà jiǎo,phê bình,7
脱,摆脱,bǎi tuō,thoát khỏi,4
脱,脱离,tuō lí,tách khỏi,5
脱,开脱,kāi tuō,"Biện hộ, bào chữa (cho lỗi lầm, tội trạng)",7
脱,脱节,tuō jié,mất liên lạc,7
脱,脱落,tuō luò,rơi ra,7
脱,脱身,tuō shēn,thoát khỏi,7
脱,解脱,jiě tuō,thoát khỏi,7
脱,脱口而出,tuō kǒu ér chū,thốt ra,7
脱,脱颖而出,tuō yǐng ér chū,bộc lộ tài năng,7
脸,脸色,liǎn sè,sắc mặt,1
脸,脸蛋,liǎn dàn,"má, gò má, khuôn mặt (thường chỉ mặt trẻ con, đáng yêu)",5
脸,笑脸,xiào liǎn,mặt cười,6
脸,丢脸,diū liǎn,mất mặt,7
脸,脸颊,liǎn jiá,má,7
脸,愁眉苦脸,chóu méi kǔ liǎn,mặt mày ủ rũ,7
脾,发脾气,fā pí qì,nổi giận,2
脾,脾气,pí qi,tính khí,4
脾气,发脾气,fā pí qì,nổi giận,2
腆,腼腆,miǎn tiǎn,"thẹn thùng, e lệ, rụt rè",7
腊,希腊,Xī là,Hy Lạp,3
腊,腊月,là yuè,tháng mười hai âm lịch,7
腐,豆腐,dòu fu,đậu phụ,4
腐,腐烂,fǔ làn,thối rữa,6
腐,腐蚀,fǔ shí,ăn mòn,6
腐,腐败,fǔ bài,thối; thối nát,6
腐,腐化,fǔ huà,thối rữa,7
腐,腐朽,fǔ xiǔ,thối rữa,7
腔,口腔,kǒu qiāng,khoang miệng,6
腕,大腕,dà wàn,ngôi sao,7
腕,手腕,shǒu wàn,cổ tay,7
腮,腮帮子,sāi bāng zi,"má, gò má",4
腰,腰围,yāo wéi,Vòng eo,8
腹,腹泻,fù xiè,tiêu chảy,7
腹,腹部,fù bù,bụng,7
腹,满腹怅然,mǎn fù chàng rán,"Đầy bụng buồn bã, lòng đầy nỗi buồn man mác.",8
腺,汗腺,hàn xiàn,tuyến mồ hôi,5
腻,细腻,xì nì,mịn màng,3
腼,腼腆,miǎn tiǎn,"thẹn thùng, e lệ, rụt rè",7
腾,蒸腾,zhēng téng,"Bốc hơi, bốc lên",5
腾,折腾,zhē teng,quay từ bên này sang bên kia,6
腾,沸腾,fèi téng,sôi,6
腾,奔腾,bēn téng,"Phi nước đại, lao đi như bay (ngựa); cuồn cuộn chảy (sông); ào ạt (khí thế)",7
腾,热腾腾,rè tēng tēng,nóng hổi,7
腿,火腿,huǒ tuǐ,giăm bông,5
膀,翅膀,chì bǎng,cánh,5
膀,肩膀,jiān bǎng,vai,5
膊,胳膊,gē bo,cẳng tay,4
膊,胳膊肘,gē bo zhǒu,khuỷu tay,8
膏,牙膏,yá gāo,kem đánh răng,4
膏,唇膏,chún gāo,"Son môi, son dưỡng môi",8
膛,胸膛,xiōng táng,ngực,6
膝,膝盖,xī gài,đầu gối,7
膨,通货膨胀,tōng huò péng zhàng,lạm phát tiền tệ,6
膨,膨胀,péng zhàng,"phình ra, mở rộng",7
膨胀,通货膨胀,tōng huò péng zhàng,lạm phát tiền tệ,6
膳,膳食,shàn shí,bữa ăn,7
臂,手臂,shǒu bì,cánh tay,7
臣,大臣,dà chén,đại thần,6
臣,功臣,gōng chén,người có công,7
臣,佞臣,nìng chén,"Nịnh thần, gian thần",8
自,自己,zì jǐ,"bản thân, riêng",1
自,自行车,zì xíng chē,xe đạp,1
自,来自,lái zì,đến từ,2
自,大自然,dà zì rán,thiên nhiên,2
自,亲自,qīn zì,đích thân,3
自,各自,gè zì,mỗi người,3
自,自主,zì zhǔ,tự hành; độc lập,3
自,自从,zì cóng,từ,3
自,自动,zì dòng,tự động,3
自,自然,zì rán,tự nhiên,3
自,自豪,zì háo,tự hào,3
自,自身,zì shēn,bản thân,3
自,自讨苦吃,zì tǎo kǔ chī,"tự chuốc lấy phiền phức, tự tìm khổ",3
自,独自,dú zì,một mình,4
自,自信,zì xìn,tự tin,4
自主,不由自主,bù yóu zì zhǔ,không tự chủ được,7
自主,独立自主,dú lì zì zhǔ,độc lập tự chủ,7
自信,自信心,zì xìn xīn,tự tin,7
自助,自助餐厅,zìzhù cāntīng,"Nhà hàng buffet, nhà hàng tự chọn",4
自在,自由自在,zì yóu zì zài,tự do thoải mái,4
自尊,自尊心,zì zūn xīn,lòng tự trọng,7
自然,大自然,dà zì rán,thiên nhiên,2
自然,自然界,zì rán jiè,thế giới tự nhiên,7
自然,自然而然,zì rán ér rán,tự nhiên,7
自然,顺其自然,shùn qí zì rán,thuận theo tự nhiên,7
自由,自由自在,zì yóu zì zài,tự do thoải mái,4
自私,自私自利,zì sī zì lì,ích kỷ,7
自行,自行车,zì xíng chē,xe đạp,1
至,至今,zhì jīn,cho đến nay,3
至,至少,zhì shǎo,ít nhất,3
至,甚至,shèn zhì,thậm chí,4
至,至于,zhì yú,còn về,4
至,精诚所至金石为开,"jīng chéng suǒ zhì, jīn shí wéi kāi","có chí thì nên, có lòng thành sắt đá cũng mòn",5
至,以至,yǐ zhì,đến mức,6
至,截至,jié zhì,đến,6
至,不至于,bù zhì yú,không đến mức,6
至,无微不至,wú wēi bù zhì,tỉ mỉ từng chi tiết,6
至,乃至,nǎi zhì,và thậm chí,7
至,直至,zhí zhì,cho đến khi,7
至,至此,zhì cǐ,tại thời điểm này,7
至,以至于,yǐ zhì yú,đến mức mà,7
至,甚至于,shèn zhì yú,thậm chí,7
至,自始至终,zì shǐ zhì zhōng,từ đầu đến cuối,7
至于,不至于,bù zhì yú,không đến mức,6
至于,以至于,yǐ zhì yú,đến mức mà,7
至于,甚至于,shèn zhì yú,thậm chí,7
致,导致,dǎo zhì,dẫn đến,4
致,极致,jí zhì,"Cực điểm, tột đỉnh, tối đa",4
致,细致,xì zhì,tỉ mỉ,4
致,一致,yī zhì,nhất trí,5
致,淋漓尽致,lín lí jìn zhì,"triệt để, thấu đáo, đến cùng (thể hiện rõ nét, sinh động)",5
致,此致,cǐ zhì,với lời chào,6
致,精致,jīng zhì,tinh tế,6
致,致力,zhì lì,"dốc sức, tận lực",6
致,致辞,zhì cí,phát biểu,6
致,兴致勃勃,xìng zhì bó bó,hăng hái,6
致,以致,yǐzhì,kết quả là,7
致,兴致,xìng zhì,sở thích,7
致,别致,bié zhì,độc đáo,7
致,标致,Biāo zhì,Peugeot,7
致,致使,zhì shǐ,gây ra,7
致力,致力于,zhì lì yú,cống hiến cho,7
舅,舅舅,jiù jiu,cậu,5
舆,舆论,yú lùn,dư luận,6
舌,舌头,shé tou,lưỡi,6
舌,七嘴八舌,qī zuǐ bā shé,nói như bắn liên thanh,7
舍,宿舍,sù shè,ký túc xá,1
舍,寒舍,hán shè,"Nhà tôi, nhà rách (cách nói khiêm tốn)",3
舍,舍不得,shě bu de,không muốn,5
舍,依依不舍,yī yī bù shě,không nỡ rời,7
舍,恋恋不舍,liàn liàn bù shě,không nỡ rời,7
舒,舒服,shū fu,"thoải mái, khỏe mạnh",1
舒,舒适,shū shì,thoải mái,4
舒,舒畅,shū chàng,"hạnh phúc, bình yên",6
舒,舒展,shū zhǎn,"Duỗi ra, mở rộng, thư thái, thoải mái",8
舛,坎坷多舛,kǎn kě duō chuǎn,"Gập ghềnh, trắc trở, nhiều gian truân",7
舞,跳舞,tiào wǔ,nhảy múa,1
舞,挥舞,huī wǔ,"vung vẩy, phất, múa",3
舞,舞台,wǔ tái,sân khấu,3
舞,舞蹈,wǔ dǎo,nhảy múa; điệu nhảy,3
舞,鼓舞,gǔ wǔ,khuyến khích,5
舞,歌舞,gē wǔ,múa hát,7
舞,舞厅,wǔ tīng,phòng khiêu vũ,7
舟,龙舟,lóng zhōu,thuyền rồng,7
舟,刻舟求剑,kè zhōu qiú jiàn,hành động vô ích do hoàn cảnh đã thay đổi,7
舟,同舟共济,tóng zhōu gòng jì,cùng chung sức,7
航,航班,háng bān,chuyến bay,2
航,航空,háng kōng,hàng không,4
航,航行,háng xíng,đi thuyền,5
航,返航,fǎn háng,"quay về (bằng tàu, máy bay)",5
航,导航,dǎo háng,điều hướng,6
航,航天,háng tiān,du hành vũ trụ,6
航,宇航员,yǔ háng yuán,phi hành gia,6
航,航海,háng hǎi,đi biển,7
航,航运,háng yùn,vận tải,7
航,航天员,háng tiān yuán,phi hành gia,7
航天,航天员,háng tiān yuán,phi hành gia,7
般,一般,yī bān,thông thường,1
般,一般来说,yī bān lái shuō,nói chung,4
舰,军舰,jūn jiàn,tàu chiến,6
舱,机舱,jī cāng,"khoang máy bay, ca-bin",7
舵,舵手,duò shǒu,người lái tàu,7
舶,船舶,chuán bó,tàu thuyền,7
船,划船,huá chuán,chèo thuyền,3
船,轮船,lún chuán,tàu hơi nước,4
船,帆船,fān chuán,thuyền buồm,5
船,船只,chuán zhī,tàu thuyền,6
船,船员,chuán yuán,thủy thủ đoàn,6
船,船长,chuán zhǎng,thuyền trưởng,6
船,飞船,fēi chuán,tàu bay,6
船,渔船,yú chuán,thuyền đánh cá,7
船,游船,yóu chuán,du thuyền,7
船,船桨,chuán jiǎng,mái chèo,7
船,船舶,chuán bó,tàu thuyền,7
船,水涨船高,shuǐ zhǎng chuán gāo,nước lên thuyền lên,7
艇,潜艇,qián tǐng,tàu ngầm,7
良,优良,yōu liáng,"tốt, đẹp",4
良,善良,shàn liáng,tốt bụng,4
良,良好,liáng hǎo,tốt,4
良,改良,gǎi liáng,cải thiện,6
良,良心,liáng xīn,lương tâm,6
良,良性,liáng xìng,lành tính,7
良,不良,bù liáng,xấu,8
艰,艰巨,jiān jù,khó khăn và nặng nề,5
艰,艰苦,jiān kǔ,khó khăn,5
艰,艰辛,jiān xīn,gian khổ,7
艰,艰险,jiān xiǎn,những khó khăn và nguy hiểm,7
色,脸色,liǎn sè,sắc mặt,1
色,颜色,yán sè,màu sắc,1
色,白色,bái sè,màu trắng,2
色,粉色,fěn sè,màu hồng,2
色,红色,hóng sè,màu đỏ,2
色,绿色,lǜ sè,màu xanh lá cây,2
色,蓝色,lán sè,màu xanh,2
色,褐色,hè sè,màu nâu,2
色,黄色,huáng sè,màu vàng,2
色,黑色,hēi sè,màu đen,2
色,彩色,cǎi sè,nhiều màu,3
色,景色,jǐng sè,phong cảnh,3
色,特色,tè sè,đặc sắc,3
色,色彩,sè cǎi,màu sắc,3
色,五光十色,wǔ guāng shí sè,"muôn màu muôn vẻ, sặc sỡ, rực rỡ",3
艳,鲜艳,xiān yàn,màu sắc tươi sáng,5
艳,艳丽,yàn lì,rực rỡ và đẹp,7
艺,艺术,yì shù,nghệ thuật,2
艺,文艺复兴,wén yì fù xīng,"Phục hưng văn hóa, thời kỳ Phục hưng",3
艺,才艺,cái yì,"tài năng, tài lẻ, tài nghệ",5
艺,手艺,shǒuyì,"kỹ năng, thủ công",6
艺,艺人,yì rén,nghệ sĩ,6
艺,工艺品,gōng yì pǐn,đồ thủ công,6
艺,学艺,xué yì,học nghệ,7
艺,技艺,jì yì,kỹ năng kỹ thuật,7
艺,演艺圈,yǎn yì quān,làng giải trí,7
艾,艾滋病,Ài zī bìng,bệnh AIDS,7
节,季节,jì jié,mùa,1
节,春节,Chūn jié,Tết Nguyên Đán,1
节,节目,jié mù,chương trình,1
节,圣诞节,Shèng dàn jié,Giáng sinh,1
节,节日,jié rì,lễ hội,2
节,音节,yīn jié,âm tiết,2
节,节奏,jié zòu,nhịp điệu,3
节,节约,jié yuē,tiết kiệm,3
节,过节,guò jié,ăn mừng lễ hội,3
节,细节,xì jié,chi tiết,4
节,节省,jié shěng,tiết kiệm,4
节,节衣缩食,jié yī suō shí,tiết kiệm ăn mặc,4
节,节食,jié shí,"ăn kiêng, nhịn ăn",5
节,调节,tiáo jié,điều chỉnh,5
节,中秋节,Zhōng qiū jié,Tết Trung Thu,5
芒,光芒,guāng máng,tia sáng,7
芝,芝士,zhī shì,phô mai,7
芝,芝麻,zhī ma,vừng,7
芦,芦花,lú huā,hoa lau,7
芬,芬芳,fēn fāng,thơm ngát,7
芭,芭蕾,bā lěi,ballet,7
芯,芯片,xīn piàn,chip,7
花,花园,huā yuán,vườn hoa,2
花,开花,kāi huā,nở hoa,3
花,花生,huā shēng,đậu phộng,3
花,玫瑰花,méiguīhuā,hoa hồng,3
花,茶花,chá huā,hoa trà,4
花,荷花,hé huā,sen,4
花,菊花,jú huā,cúc,4
花,鲜花,xiān huā,hoa tươi,4
花,昙花,tán huā,Hoa quỳnh,5
花,梅花,méi huā,hoa mai,6
花,棉花,mián huā,bông,6
花,烟花,yān huā,pháo hoa,6
花,花期,huā qī,"mùa hoa nở, thời kỳ ra hoa",6
花,花瓣,huā bàn,cánh hoa,6
花,花瓶,huā píng,lọ hoa,6
芳,芬芳,fēn fāng,thơm ngát,7
芽,萌芽,méng yá,nảy mầm,6
苍,苍蝇,cāng yíng,ruồi,2
苍,苍白,cāng bái,tái nhợt,6
苏,苏州,Sū zhōu,Tô Châu (thành phố),5
苏,复苏,fù sū,hồi phục,6
苏,苏醒,sū xǐng,tỉnh lại,6
苏,苏格兰,Sū gé lán,Scotland,7
苗,苗条,miáo tiáo,mảnh mai,5
苗,拔苗助长,bá miáo zhù zhǎng,bạt miêu trợ trường,6
苗,疫苗,yì miáo,vắc xin,7
苗,禾苗,hé miáo,mạ lúa,7
苗,苗头,miáo tóu,triệu chứng của xu hướng,7
苛,苛刻,kē kè,khắc nghiệt,7
若,假若,jiǎ ruò,"nếu như, giả sử",3
若,倘若,tǎng ruò,giả sử,6
若,若干,ruò gān,một số,6
若,若是,ruò shì,"nếu là, nếu như",7
苦,苦恼,kǔ nǎo,phiền muộn,2
苦,辛苦,xīn kǔ,vất vả,2
苦,痛苦,tòng kǔ,đau khổ,3
苦,自讨苦吃,zì tǎo kǔ chī,"tự chuốc lấy phiền phức, tự tìm khổ",3
苦,苦力,kǔ lì,lao động nặng nhọc,4
苦,刻苦,kè kǔ,chăm chỉ,5
苦,艰苦,jiān kǔ,khó khăn,5
苦,酸甜苦辣,suān tián kǔ là,"chua, ngọt, đắng và cay",5
苦,吃苦,chī kǔ,chịu khổ,6
苦,苦涩,kǔ sè,"đắng chát, cay đắng",6
苦,苦尽甘来,kǔ jìn gān lái,hết khổ đến sướng,6
苦,何苦,hé kǔ,tại sao phải bận tâm,7
苦,受苦,shòu kǔ,chịu khổ,7
苦,困苦,kùn kǔ,"khốn khổ, gian khổ",7
苦,挖苦,wā ku,"nói mỉa mai, châm biếm",7
英,英文,Yīng wén,tiếng Anh,1
英,英语,Yīng yǔ,tiếng Anh,2
英,英勇,yīng yǒng,anh dũng,4
英,英俊,yīng jùn,tài năng xuất chúng,5
英,英雄,yīng xióng,anh hùng,5
英,石英,shí yīng,thạch anh,7
英,精英,jīng yīng,nhân tài xuất sắc,7
英,英镑,yīng bàng,bảng Anh,7
苹,苹果,píng guǒ,táo,1
茂,茂密,mào mì,dày đặc,3
茂,茂盛,mào shèng,sum suê,6
范,模范,mó fàn,mẫu mực,3
范,范围,fàn wéi,phạm vi,3
范,范畴,fàn chóu,thể loại,3
范,规范,guī fàn,tiêu chuẩn,3
范,师范,shī fàn,trường sư phạm,6
范,示范,shì fàn,làm gương,6
范,防范,fáng fàn,phòng ngừa,6
范,典范,diǎn fàn,mẫu mực,7
范,风范,fēng fàn,phẩm chất,7
茄,茄子,qié zi,cà tím,5
茄,番茄,fān qié,cà chua,6
茅,茅台,máo tái,rượu Maotai,7
茅,茅草,máo cǎo,"Cỏ tranh, cỏ lau",8
