target,pinyin,meaning,status,mainForm,name,resolutionType,componentOfCount
辙,chè,vết bánh xe (cách phát âm Đài Loan [che4]); (thông tục) hướng đi,not-resolved,,,not-resolved,0
辛,Xīn,họ [Xin1],resolved,辛,Bộ Tân,self-radical,5
辜,Gū,họ [Gu1],resolved,辛,Bộ Tân,record-radical,5
辞,cí,sa thải,not-resolved,,,not-resolved,0
辟,bì,(văn học) vua; quân vương; (văn học) (của quân vương) triệu hồi vào phục vụ chính thức,resolved,口,Bộ Khẩu,record-radical,24
辣,là,cay,resolved,辛,Bộ Tân,record-radical,5
辨,biàn,phân biệt; nhận ra,not-resolved,,,not-resolved,0
辩,biàn,tranh luận,resolved,言,Bộ Ngôn,record-radical,24
辫,biàn,bím tóc; tết tóc,resolved,糸,Bộ Mịch,record-radical,24
辰,chén,"chi thứ 5: 7-9 giờ sáng, tháng 3 âm lịch (5 tháng 4 - 4 tháng 5), năm Thìn; hướng la bàn cổ Trung Quốc: 120°",resolved,辰,"Bộ Thần, Thìn",self-radical,1
辱,rǔ,nhục; ô nhục,not-resolved,,,not-resolved,0
辵,chuò,"Đi, di chuyển, con đường.",resolved,辵,Bộ Sước,self-radical,24
辶,chuò,"Đi, di chuyển, con đường.",resolved,辵,Bộ Sước,radical-variant,24
边,biān,bên,resolved,辵,Bộ Sước,record-radical,24
辽,Liáo,tên gọi tắt của tỉnh Liêu Ninh 辽宁|遼寧[Liao2 ning2]; triều đại Liêu hoặc Khiết Đan (916-1125),resolved,辵,Bộ Sước,record-radical,24
达,Dá,họ [Da2],resolved,辵,Bộ Sước,record-radical,24
迁,qiān,chuyển động,resolved,辵,Bộ Sước,record-radical,24
迄,qì,cho đến nay; cho đến,resolved,辵,Bộ Sước,record-radical,24
迅,xùn,nhanh chóng; nhanh,not-resolved,,,not-resolved,0
过,guò,đã qua,resolved,辵,Bộ Sước,record-radical,24
迈,mài,bước,not-resolved,,,not-resolved,0
迎,yíng,gặp gỡ,resolved,辵,Bộ Sước,record-radical,24
运,yùn,vận chuyển,resolved,辵,Bộ Sước,record-radical,24
近,jìn,gần,resolved,辵,Bộ Sước,record-radical,24
返,fǎn,trở về,not-resolved,,,not-resolved,0
还,hái,"vẫn, thêm nữa",resolved,辵,Bộ Sước,record-radical,24
这,zhè,điều này,resolved,辵,Bộ Sước,record-radical,24
进,jìn,vào,resolved,辵,Bộ Sước,record-radical,24
远,yuǎn,xa,resolved,辵,Bộ Sước,record-radical,24
违,wéi,không tuân theo; vi phạm,resolved,辵,Bộ Sước,record-radical,24
连,lián,thậm chí,resolved,車,Bộ Xa,record-radical,19
迟,Chí,họ [Chi2],resolved,辵,Bộ Sước,record-radical,24
迪,dí,khai sáng,resolved,辵,Bộ Sước,record-radical,24
迫,pò,biến thể của 迫[po4]; ngược đãi,resolved,辵,Bộ Sước,record-radical,24
迭,dié,luân phiên; lặp đi lặp lại,resolved,辵,Bộ Sước,record-radical,24
述,shù,(hình thức kết hợp) trình bày; kể,resolved,辵,Bộ Sước,record-radical,24
迷,mí,bối rối; bị bối rối,resolved,辵,Bộ Sước,record-radical,24
迹,jì,dấu chân; vết,resolved,辵,Bộ Sước,record-radical,24
追,zhuī,theo đuổi,resolved,辵,Bộ Sước,record-radical,24
退,tuì,rút lui,resolved,辵,Bộ Sước,record-radical,24
送,sòng,tặng,resolved,辵,Bộ Sước,record-radical,24
适,kuò,xem 李适[Li3 Kuo4],resolved,辵,Bộ Sước,record-radical,24
逃,táo,chạy trốn,resolved,辵,Bộ Sước,record-radical,24
逆,nì,ngược,not-resolved,,,not-resolved,0
选,xuǎn,chọn,resolved,辵,Bộ Sước,record-radical,24
逊,xùn,thoái vị; khiêm tốn,resolved,辵,Bộ Sước,record-radical,24
透,tòu,(hình thức kết hợp) thâm nhập; thấm qua; nói bí mật; rò rỉ,resolved,辵,Bộ Sước,record-radical,24
逐,zhú,(hình thức kết hợp) theo đuổi; đuổi đi,resolved,辵,Bộ Sước,record-radical,24
递,dì,bàn giao,resolved,辵,Bộ Sước,record-radical,24
途,tú,con đường (nghĩa đen và nghĩa bóng),resolved,辵,Bộ Sước,record-radical,24
逗,dòu,vui nhộn,resolved,辵,Bộ Sước,record-radical,24
通,tōng,thông qua,resolved,辵,Bộ Sước,record-radical,24
逛,guàng,dạo quanh,resolved,辵,Bộ Sước,record-radical,24
逝,shì,(nước chảy hoặc thời gian) trôi qua; qua đời; chết,resolved,辵,Bộ Sước,record-radical,24
逞,chěng,phô trương; khoe khoang,resolved,辵,Bộ Sước,record-radical,24
速,sù,nhanh; tốc độ,resolved,辵,Bộ Sước,record-radical,24
造,zào,xây dựng,resolved,辵,Bộ Sước,record-radical,24
逡,qūn,lùi lại (khỏi điều gì đó),resolved,辵,Bộ Sước,record-radical,24
逢,féng,gặp,resolved,辵,Bộ Sước,record-radical,24
逮,dài,bắt giữ,resolved,辵,Bộ Sước,record-radical,24
逸,yì,trốn thoát; nhàn nhã,not-resolved,,,not-resolved,0
逻,luó,tuần tra,resolved,辵,Bộ Sước,record-radical,24
逼,bī,cưỡng ép,resolved,辵,Bộ Sước,record-radical,24
逾,yú,biến thể của 逾[yu2],resolved,辵,Bộ Sước,record-radical,24
遂,suì,"Rồi, bèn, thế là; thuận lợi, đạt được",resolved,辵,Bộ Sước,record-radical,24
遇,yù,gặp gỡ; sự gặp gỡ,resolved,辵,Bộ Sước,record-radical,24
遍,biàn,lần,resolved,辵,Bộ Sước,record-radical,24
遏,è,kiềm chế; ngăn chặn,resolved,辵,Bộ Sước,record-radical,24
遐,xiá,xa xôi; lâu dài,resolved,辵,Bộ Sước,record-radical,24
道,dào,loại (dùng để đếm tòa nhà hoặc câu hỏi),resolved,辵,Bộ Sước,record-radical,24
遗,yí,(hình thức bị giới hạn) để lại,resolved,辵,Bộ Sước,record-radical,24
遛,liù,dạo chơi,resolved,辵,Bộ Sước,record-radical,24
遣,qiǎn,(hình thức kết hợp) phái đi; gửi đi; (hình thức kết hợp) xua đuổi; giải tỏa,resolved,辵,Bộ Sước,record-radical,24
遥,yáo,(hình thức kết hợp) xa xôi; hẻo lánh,resolved,辵,Bộ Sước,record-radical,24
遭,zāo,"gặp tình cờ (thường là điều không may); lượng từ cho sự kiện: lần, lượt, sự cố",resolved,辵,Bộ Sước,record-radical,24
遮,zhē,che,resolved,辵,Bộ Sước,record-radical,24
遵,zūn,tuân theo; nghe lời,not-resolved,,,not-resolved,0
避,bì,tránh,resolved,辵,Bộ Sước,record-radical,24
邀,yāo,mời,resolved,辵,Bộ Sước,record-radical,24
邃,suì,sâu; xa xăm,resolved,穴,Bộ Huyệt,record-radical,16
邑,yì,"Vùng đất, thành ấp, địa danh.",resolved,邑,Bộ Ấp,self-radical,1
那,nà,đó,not-resolved,,,not-resolved,0
邦,bāng,(hình thức kết hợp) quốc gia; dân tộc,not-resolved,,,not-resolved,0
邪,xié,ác,not-resolved,,,not-resolved,0
邮,yóu,bưu điện; bưu phẩm,not-resolved,,,not-resolved,0
邻,lín,hàng xóm; gần kề,not-resolved,,,not-resolved,0
郁,yù,biến thể của 鬱|郁[yu4],not-resolved,,,not-resolved,0
郊,Jiāo,họ [Jiao1],not-resolved,,,not-resolved,0
郎,Láng,họ [Lang2],not-resolved,,,not-resolved,0
郑,Zhèng,nước Trịnh thời Chiến Quốc; họ [Zheng4],not-resolved,,,not-resolved,0
部,bù,quyển,not-resolved,,,not-resolved,0
都,dōu,tất cả,not-resolved,,,not-resolved,0
鄙,bǐ,quê mùa; thấp hèn,not-resolved,,,not-resolved,0
酉,yǒu,Rượu,resolved,酉,Bộ Dậu,self-radical,13
酌,zhuó,rót rượu; uống rượu,resolved,酉,Bộ Dậu,record-radical,13
配,pèi,phù hợp,resolved,酉,Bộ Dậu,record-radical,13
酒,jiǔ,rượu,resolved,水,Bộ Thủy,record-radical,24
酗,xù,say rượu,not-resolved,,,not-resolved,0
酝,yùn,ủ,resolved,酉,Bộ Dậu,record-radical,13
酣,hān,say sưa,resolved,酉,Bộ Dậu,record-radical,13
酥,sū,bơ,resolved,禾,Bộ Hòa,record-radical,24
酬,chóu,biến thể cũ của 酬[chou2],resolved,酉,Bộ Dậu,record-radical,13
酱,jiàng,nước sốt,resolved,酉,Bộ Dậu,record-radical,13
酵,jiào,men; chất gây nở; quá trình lên men,resolved,酉,Bộ Dậu,record-radical,13
酷,kù,ngầu,resolved,酉,Bộ Dậu,record-radical,13
酸,suān,chua,not-resolved,,,not-resolved,0
酿,niàng,lên men; nấu rượu,resolved,酉,Bộ Dậu,record-radical,13
醇,chún,cồn; rượu có nồng độ cồn cao,not-resolved,,,not-resolved,0
醉,zuì,say rượu,resolved,酉,Bộ Dậu,record-radical,13
醋,cù,giấm,not-resolved,,,not-resolved,0
醒,xǐng,tỉnh giấc,resolved,酉,Bộ Dậu,record-radical,13
釆,biàn,"Phân biệt rõ, biện biệt",resolved,釆,Bộ Biện,self-radical,1
采,cǎi,thu hái,resolved,爪,Bộ Trảo,record-radical,3
释,shì,giải thích; phóng thích,resolved,釆,Bộ Biện,record-radical,1
里,lǐ,trong,resolved,里,Bộ Lí,self-radical,1
重,zhòng,nặng,resolved,人,Bộ Nhân,record-radical,24
野,yě,hoang dã,resolved,田,Bộ Điền,record-radical,10
量,liàng,dung lượng,resolved,里,Bộ Lí,record-radical,1
金,jīn,kim loại; vàng,resolved,金,Bộ Kim,self-radical,24
鉴,jiàn,biến thể của 鑑|鉴[jian4],resolved,金,Bộ Kim,record-radical,24
钅,jīn,"Kim loại, vàng, vật bằng kim loại.",resolved,金,Bộ Kim,radical-variant,24
针,zhēn,kim,resolved,金,Bộ Kim,record-radical,24
钉,dìng,đóng đinh,resolved,金,Bộ Kim,record-radical,24
钓,diào,câu cá,not-resolved,,,not-resolved,0
钙,gài,canxi,resolved,金,Bộ Kim,record-radical,24
钝,dùn,cùn; ngốc,resolved,金,Bộ Kim,record-radical,24
钞,chāo,tiền; tiền giấy,resolved,金,Bộ Kim,record-radical,24
钟,zhōng,đồng hồ,resolved,金,Bộ Kim,record-radical,24
钢,gāng,thép,resolved,金,Bộ Kim,record-radical,24
钥,yuè,chìa khóa; cũng đọc là [yao4],resolved,金,Bộ Kim,record-radical,24
钦,Qīn,họ [Qin1],resolved,金,Bộ Kim,record-radical,24
钧,jūn,30 cân; lớn,resolved,金,Bộ Kim,record-radical,24
钩,gōu,"móc, vướng vào",not-resolved,,,not-resolved,0
钮,Niǔ,họ [Niu3],resolved,金,Bộ Kim,record-radical,24
钱,qián,tiền,resolved,金,Bộ Kim,record-radical,24
钳,qián,kìm; khoá,resolved,金,Bộ Kim,record-radical,24
钵,bō,"Bát (của nhà sư, dùng để khất thực); chậu, bồn",resolved,金,Bộ Kim,record-radical,24
钻,zuān,"khoan, máy khoan",resolved,金,Bộ Kim,record-radical,24
铁,tiě,sắt,resolved,金,Bộ Kim,record-radical,24
铃,líng,chuông,resolved,金,Bộ Kim,record-radical,24
铅,qiān,chì,resolved,金,Bộ Kim,record-radical,24
铜,tóng,đồng,resolved,金,Bộ Kim,record-radical,24
铝,lǚ,nhôm,resolved,金,Bộ Kim,record-radical,24
铭,míng,khắc; châm ngôn được khắc,not-resolved,,,not-resolved,0
铲,chǎn,xẻng,resolved,金,Bộ Kim,record-radical,24
银,yín,bạc,resolved,金,Bộ Kim,record-radical,24
铸,zhù,đúc hoặc đổ khuôn kim loại,resolved,金,Bộ Kim,record-radical,24
铺,pū,trải ra,resolved,金,Bộ Kim,record-radical,24
链,liàn,"dây xích; sợi cáp (đơn vị đo chiều dài: 100 sải, khoảng 185 m)",not-resolved,,,not-resolved,0
铿,kēng,(từ tượng thanh) âm vang; tiếng kim loại leng keng,resolved,金,Bộ Kim,record-radical,24
销,xiāo,tiêu thụ,resolved,金,Bộ Kim,record-radical,24
锁,suǒ,khóa,resolved,金,Bộ Kim,record-radical,24
锅,guō,nồi,resolved,金,Bộ Kim,record-radical,24
锈,xiù,gỉ,resolved,金,Bộ Kim,record-radical,24
锋,fēng,mũi giáo; lưỡi dụng cụ,resolved,金,Bộ Kim,record-radical,24
锐,ruì,sắc bén,resolved,金,Bộ Kim,record-radical,24
错,cuò,sai,resolved,金,Bộ Kim,record-radical,24
锡,xī,thiếc,resolved,金,Bộ Kim,record-radical,24
锤,chuí,búa,resolved,金,Bộ Kim,record-radical,24
锦,jǐn,gấm; công việc thêu,not-resolved,,,not-resolved,0
键,jiàn,nút,resolved,金,Bộ Kim,record-radical,24
锯,jù,cưa,resolved,金,Bộ Kim,record-radical,24
锵,qiāng,tiếng leng keng của chuông nhỏ,resolved,金,Bộ Kim,record-radical,24
锻,duàn,rèn luyện; rèn dũa,resolved,金,Bộ Kim,record-radical,24
镂,lòu,khắc; chạm,resolved,金,Bộ Kim,record-radical,24
镇,zhèn,thị trấn,resolved,金,Bộ Kim,record-radical,24
镑,bàng,bảng Anh (từ mượn),resolved,金,Bộ Kim,record-radical,24
镜,jìng,gương; ống kính,resolved,金,Bộ Kim,record-radical,24
镰,lián,biến thể cũ của 鐮|镰[lian2],resolved,金,Bộ Kim,record-radical,24
镶,xiāng,khảm,resolved,金,Bộ Kim,record-radical,24
長,,"Dài, so hai đầu với nhau, bên nào thừa hơn gọi là ""trường""",resolved,長,Bộ 長,self-radical,0
长,cháng,dài; chiều dài,not-resolved,,,not-resolved,0
門,mén,cửa hai cánh.,resolved,門,Bộ Môn,self-radical,15
门,mén,"cửa, cổng, lối vào",resolved,門,Bộ Môn,radical-variant,15
闪,shǎn,lóe sáng,resolved,門,Bộ Môn,record-radical,15
闭,bì,đóng,resolved,門,Bộ Môn,record-radical,15
问,wèn,hỏi,resolved,口,Bộ Khẩu,record-radical,24
闯,chuǎng,xông vào,not-resolved,,,not-resolved,0
闲,xián,rảnh rỗi,not-resolved,,,not-resolved,0
间,jiān,phòng,resolved,門,Bộ Môn,record-radical,15
闷,mèn,"chán nản, buồn bã",resolved,心,Bộ Tâm,record-radical,24
闸,zhá,phanh,resolved,門,Bộ Môn,record-radical,15
闹,nào,nói đùa,not-resolved,,,not-resolved,0
闺,guī,cửa vòm nhỏ; phòng khuê; phòng của phụ nữ,resolved,門,Bộ Môn,record-radical,15
闻,wén,ngửi,resolved,耳,Bộ Nhĩ,record-radical,11
阀,fá,"cá nhân, gia đình hoặc nhóm quyền lực; phe phái",resolved,門,Bộ Môn,record-radical,15
阁,gé,đình các (thường hai tầng); nội các (chính trị),resolved,門,Bộ Môn,record-radical,15
阂,hé,cản trở,resolved,門,Bộ Môn,record-radical,15
阅,yuè,kiểm tra; xem xét,resolved,門,Bộ Môn,record-radical,15
阎,Yán,họ [Yan2] (đôi khi viết 閆|闫[Yan2] trong những năm gần đây),resolved,門,Bộ Môn,record-radical,15
阐,chǎn,diễn đạt; tiết lộ,resolved,門,Bộ Môn,record-radical,15
阔,kuò,giàu có,resolved,門,Bộ Môn,record-radical,15
阜,fù,dồi dào; gò đất,resolved,阜,Bộ Phụ,self-radical,0
阝,yì,"Vùng đất, thành ấp, địa danh.",not-resolved,,,not-resolved,0
队,duì,"đội, nhóm",not-resolved,,,not-resolved,0
阱,jǐng,biến thể của 阱[jing3],not-resolved,,,not-resolved,0
防,fáng,phòng thủ,not-resolved,,,not-resolved,0
阳,yáng,dương (điện); mặt trời,not-resolved,,,not-resolved,0
阴,yīn,u ám,not-resolved,,,not-resolved,0
阵,zhèn,một khoảng thời gian ngắn,not-resolved,,,not-resolved,0
阶,jiē,biến thể của 階|阶[jie1],not-resolved,,,not-resolved,0
阻,zǔ,cản trở; chặn,not-resolved,,,not-resolved,0
阿,A,viết tắt của Afghanistan 阿富汗[A1 fu4 han4],not-resolved,,,not-resolved,0
附,fù,"gắn, đính kèm",not-resolved,,,not-resolved,0
际,jì,biên giới; rìa,not-resolved,,,not-resolved,0
陆,Lù,họ [Lu4],not-resolved,,,not-resolved,0
陈,Chén,"họ [Chen2]; Trần (khoảng 1045 - 479 TCN), một nước thời nhà Chu",not-resolved,,,not-resolved,0
陋,lòu,thấp; khiêm tốn,not-resolved,,,not-resolved,0
陌,mò,đường nâng cao; con đường,not-resolved,,,not-resolved,0
降,jiàng,giảm,not-resolved,,,not-resolved,0
限,xiàn,giới hạn,not-resolved,,,not-resolved,0
陡,dǒu,đột ngột,not-resolved,,,not-resolved,0
院,yuàn,viện,not-resolved,,,not-resolved,0
除,chú,loại bỏ,not-resolved,,,not-resolved,0
陨,yǔn,rơi; sao băng,not-resolved,,,not-resolved,0
险,xiǎn,nguy hiểm,not-resolved,,,not-resolved,0
陪,péi,đi cùng,not-resolved,,,not-resolved,0
陵,líng,gò; mộ,not-resolved,,,not-resolved,0
陶,Táo,họ [Tao2],not-resolved,,,not-resolved,0
陷,xiàn,chìm xuống,not-resolved,,,not-resolved,0
隆,Lóng,"họ [Long2]; viết tắt của 吉隆坡[Ji2long2po1], Kuala Lumpur",not-resolved,,,not-resolved,0
随,Suí,họ [Sui2],resolved,辵,Bộ Sước,record-radical,24
隐,yǐn,(hình thức ghép) bí mật; ẩn,not-resolved,,,not-resolved,0
隔,gé,ngăn cách,not-resolved,,,not-resolved,0
隘,ài,đèo; chỗ hẹp,not-resolved,,,not-resolved,0
隙,xì,vết nứt; khe hở,not-resolved,,,not-resolved,0
障,zhàng,chặn; cản trở,not-resolved,,,not-resolved,0
隧,suì,đường hầm; lối đi ngầm,not-resolved,,,not-resolved,0
隶,lì,biến thể của 隸|隶[li4],resolved,隶,"Bộ Lệ, Đãi",self-radical,0
隹,zhuì,chim đuôi ngắn,resolved,隹,Bộ Chuy,self-radical,8
难,nán,khó,resolved,隹,Bộ Chuy,record-radical,8
雀,qiāo,vết tàn nhang; nám da,not-resolved,,,not-resolved,0
雁,yàn,ngỗng trời,resolved,隹,Bộ Chuy,record-radical,8
雄,xióng,đực; thuộc giống đực,resolved,隹,Bộ Chuy,record-radical,8
雅,yǎ,tao nhã,resolved,隹,Bộ Chuy,record-radical,8
集,jí,tập,resolved,隹,Bộ Chuy,record-radical,8
雇,gù,thuê,resolved,隹,Bộ Chuy,record-radical,8
雌,cí,giống cái; Phát âm Đài Loan [ci1],resolved,隹,Bộ Chuy,record-radical,8
雕,diāo,khắc,resolved,隹,Bộ Chuy,record-radical,8
雨,yǔ,mưa,resolved,雨,Bộ Vũ,self-radical,11
雪,xuě,tuyết,resolved,雨,Bộ Vũ,record-radical,11
零,líng,không,resolved,雨,Bộ Vũ,record-radical,11
雷,léi,sấm sét,resolved,雨,Bộ Vũ,record-radical,11
雾,wù,sương mù,resolved,雨,Bộ Vũ,record-radical,11
需,xū,nhu cầu,resolved,雨,Bộ Vũ,record-radical,11
震,zhèn,rung chuyển,resolved,雨,Bộ Vũ,record-radical,11
霉,méi,mốc; mốc meo,resolved,雨,Bộ Vũ,record-radical,11
霍,Huò,họ [Huo4],not-resolved,,,not-resolved,0
霓,ní,ve sầu Nhật Bản; biến thể cũ của 霓[ni2],not-resolved,,,not-resolved,0
霜,shuāng,sương giá,resolved,雨,Bộ Vũ,record-radical,11
霞,xiá,ráng mây,resolved,雨,Bộ Vũ,record-radical,11
露,lù,sương,resolved,雨,Bộ Vũ,record-radical,11
霸,bà,biến thể của 霸[ba4],resolved,雨,Bộ Vũ,record-radical,11
青,qīng,đen; xanh lục lam,resolved,青,Bộ Thanh,self-radical,1
静,jìng,yên tĩnh,resolved,青,Bộ Thanh,record-radical,1
非,fēi,không,resolved,非,Bộ Phi,self-radical,1
靠,kào,phụ thuộc vào,resolved,非,Bộ Phi,record-radical,1
面,miàn,một từ đo lường cho các bề mặt phẳng,resolved,面,Bộ Diện,self-radical,0
革,gé,da động vật; da thuộc,resolved,革,Bộ Cách,self-radical,5
靴,xuē,ủng,resolved,革,Bộ Cách,record-radical,5
靶,bǎ,mục tiêu; dấu,resolved,革,Bộ Cách,record-radical,5
鞋,xié,giày,resolved,革,Bộ Cách,record-radical,5
鞠,Jū,họ [Ju1],resolved,革,Bộ Cách,record-radical,5
鞭,biān,roi hoặc dây da; đánh bằng roi,resolved,革,Bộ Cách,record-radical,5
韋,,Da đã thuộc mềm nhũn,resolved,韋,Bộ Vi,self-radical,0
韧,rèn,biến thể của 韌|韧[ren4],not-resolved,,,not-resolved,0
韭,jiǔ,"Rau hẹ, là một thứ rau thơm mà cay, lá nhỏ mà dẹp",resolved,韭,Bộ Cửu,self-radical,0
音,yīn,âm thanh; tiếng,resolved,音,Bộ Âm,self-radical,1
韵,yùn,vần (của âm tiết) (ngữ âm học Trung Quốc); vần điệu,not-resolved,,,not-resolved,0
頁,yè,"đầu, trang giấy.",resolved,頁,Bộ Hiệt,self-radical,18
页,yè,trang,resolved,頁,Bộ Hiệt,radical-variant,18
顶,dǐng,chiếc,resolved,頁,Bộ Hiệt,record-radical,18
顷,qǐng,"lát nữa, chốc lát; đơn vị diện tích (khoảng 6.666,7 mét vuông)",not-resolved,,,not-resolved,0
项,xiàng,danh mục,resolved,頁,Bộ Hiệt,record-radical,18
顺,shùn,dọc theo,resolved,頁,Bộ Hiệt,record-radical,18
须,xū,râu,resolved,彡,Bộ Sam,record-radical,7
顽,wán,nghịch ngợm; bướng bỉnh,resolved,頁,Bộ Hiệt,record-radical,18
顾,gù,chăm sóc,resolved,頁,Bộ Hiệt,record-radical,18
顿,dùn,một bữa,resolved,頁,Bộ Hiệt,record-radical,18
颁,bān,ban hành; gửi đi,not-resolved,,,not-resolved,0
颂,sòng,thơ ca tụng; điếu văn,resolved,頁,Bộ Hiệt,record-radical,18
预,yù,ứng trước; trước,resolved,頁,Bộ Hiệt,record-radical,18
领,lǐng,cổ,resolved,頁,Bộ Hiệt,record-radical,18
颇,pō,"khá, đáng kể",resolved,頁,Bộ Hiệt,record-radical,18
