char,tier,pinyin,hanViet,meaningVi,radicalStatus,radical,radicalName,resolutionType,relatedCount,sentenceCount,hsk,source
赘,C,zhuì,,(hình thức ghép) thừa thãi; (hình thức ghép) (người đàn ông) chuyển đến ở nhà vợ sau khi kết hôn; (bố mẹ cô dâu) cho chú rể vào ở rể,not-resolved,,,not-resolved,6,0,7,chars/8D58.json
赙,B,fù,,đóng góp chi phí tang lễ,resolved,貝,Bộ Bối,record-radical,0,0,7,chars/8D59.json
赚,A,zhuàn,,kiếm lợi,resolved,貝,Bộ Bối,record-radical,3,7,4,chars/8D5A.json
赛,A,sài,,thi đấu; trận đấu,resolved,貝,Bộ Bối,record-radical,14,10,3,chars/8D5B.json
赜,B,zé,,huyền bí,resolved,臣,Bộ Thần,record-radical,0,0,7,chars/8D5C.json
赝,C,yàn,,biến thể của 贗|赝[yan4],not-resolved,,,not-resolved,1,0,7,chars/8D5D.json
赞,A,zàn,,biến thể của 讚|赞[zan4],resolved,貝,Bộ Bối,record-radical,11,10,5,chars/8D5E.json
赟,C,yūn,,diện mạo tốt,not-resolved,,,not-resolved,0,0,7,chars/8D5F.json
赠,A,zèng,Tặng,tặng; đẩy lùi,resolved,貝,Bộ Bối,record-radical,7,10,6,chars/8D60.json
赡,A,shàn,Thiệm,chu cấp; cung cấp cho,resolved,貝,Bộ Bối,record-radical,2,4,7,chars/8D61.json
赢,A,yíng,,thắng,resolved,貝,Bộ Bối,record-radical,6,10,4,chars/8D62.json
赣,B,Gàn,,biến thể của 贛|赣[Gan4],resolved,夂,Bộ Tuy,record-radical,5,0,7,chars/8D63.json
赤,A,chì,Xích,đỏ; đỏ thẫm,resolved,赤,Bộ Xích,self-radical,7,8,6,chars/8D64.json
赦,B,shè,Xá,ân xá (một tù nhân),resolved,攴,Bộ Phộc,record-radical,6,0,7,chars/8D66.json
赧,B,nǎn,Nấn,đỏ mặt vì xấu hổ,resolved,赤,Bộ Xích,record-radical,1,0,7,chars/8D67.json
赩,C,xì,,đỏ; đỏ tươi,not-resolved,,,not-resolved,0,0,7,chars/8D69.json
赪,C,chēng,,đỏ thẫm,not-resolved,,,not-resolved,0,0,7,chars/8D6A.json
赫,C,Hè,Hách,họ [He4],not-resolved,,,not-resolved,6,9,7,chars/8D6B.json
赭,B,zhě,,màu đất,resolved,赤,Bộ Xích,record-radical,1,0,7,chars/8D6D.json
赯,C,táng,,đỏ; đỏ thẫm,not-resolved,,,not-resolved,0,0,7,chars/8D6F.json
走,A,zǒu,Tẩu,đi bộ,resolved,走,Bộ Tẩu,self-radical,20,10,2,chars/8D70.json
赱,C,zǒu,,biến thể của 走[zou3],not-resolved,,,not-resolved,0,0,7,chars/8D71.json
赳,B,jiū,,xem 赳赳[jiu1 jiu1],resolved,走,Bộ Tẩu,record-radical,2,0,7,chars/8D73.json
赴,A,fù,Phó,đi,resolved,走,Bộ Tẩu,record-radical,7,10,6,chars/8D74.json
赵,C,Zhào,,họ [Zhao4]; một trong bảy nước thời Chiến Quốc (476-220 TCN),not-resolved,,,not-resolved,6,0,7,chars/8D75.json
赶,A,gǎn,,"vội vàng, lái xe, đuổi kịp",resolved,走,Bộ Tẩu,record-radical,11,10,4,chars/8D76.json
起,A,qǐ,Khởi,bắt đầu,resolved,走,Bộ Tẩu,record-radical,20,10,1,chars/8D77.json
赸,B,shàn,,nhảy; rời đi,resolved,走,Bộ Tẩu,record-radical,0,0,7,chars/8D78.json
趁,A,chèn,Sấn,tận dụng,resolved,走,Bộ Tẩu,record-radical,7,10,5,chars/8D81.json
趄,B,jū,,dùng trong 趑趄[zi1 ju1],resolved,走,Bộ Tẩu,record-radical,3,0,7,chars/8D84.json
超,A,chāo,Siêu,vượt quá,resolved,走,Bộ Tẩu,record-radical,12,10,3,chars/8D85.json
越,A,yuè,Việt,vượt quá,resolved,走,Bộ Tẩu,record-radical,10,10,3,chars/8D8A.json
趋,A,qū,Xu,"Chạy, đi nhanh; hướng về, theo",resolved,走,Bộ Tẩu,record-radical,6,10,5,chars/8D8B.json
趐,C,xuè,,(cổ) đi vào; bay,not-resolved,,,not-resolved,0,0,7,chars/8D90.json
趑,C,zī,,do dự; không thể di chuyển,not-resolved,,,not-resolved,2,0,7,chars/8D91.json
趒,C,tiáo,,nhảy; vượt qua,not-resolved,,,not-resolved,0,0,7,chars/8D92.json
趔,B,liè,,dùng trong 趔趄|趔趄[lie4 qie5],resolved,走,Bộ Tẩu,record-radical,1,0,7,chars/8D94.json
趟,A,tàng,,chuyến,resolved,走,Bộ Tẩu,record-radical,1,9,4,chars/8D9F.json
趡,C,cuǐ,,tên địa danh,not-resolved,,,not-resolved,0,0,7,chars/8DA1.json
趣,A,qù,Thú,thú vị; làm cho quan tâm,resolved,走,Bộ Tẩu,record-radical,8,10,3,chars/8DA3.json
趦,B,zī,,"biến thể của 趑, do dự; không thể di chuyển",resolved,走,Bộ Tẩu,record-radical,0,0,7,chars/8DA6.json
趫,C,qiáo,,nhanh nhẹn; đi cà kheo,not-resolved,,,not-resolved,0,0,7,chars/8DAB.json
趮,C,zào,,"dễ bị kích động, hấp tấp; dữ dội, tàn nhẫn",not-resolved,,,not-resolved,0,0,7,chars/8DAE.json
趯,B,tì,,nhảy; cách tạo nét trong thư pháp,resolved,走,Bộ Tẩu,record-radical,0,0,7,chars/8DAF.json
趱,B,zǎn,,thúc giục; hối thúc,resolved,走,Bộ Tẩu,record-radical,0,0,7,chars/8DB1.json
足,A,zú,Túc,chân,resolved,足,Bộ Túc,self-radical,20,10,2,chars/8DB3.json
趴,A,pā,,nằm sấp,resolved,足,Bộ Túc,record-radical,1,4,6,chars/8DB4.json
趵,B,bào,,nhảy; bật,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DB5.json
趷,C,kē,,xóc nảy,not-resolved,,,not-resolved,0,0,7,chars/8DB7.json
趸,C,dǔn,,bán buôn,not-resolved,,,not-resolved,4,0,7,chars/8DB8.json
趹,C,jué,,phi nước đại,not-resolved,,,not-resolved,0,0,7,chars/8DB9.json
趺,B,fū,,mu bàn chân; xương cổ chân,resolved,足,Bộ Túc,record-radical,1,0,7,chars/8DBA.json
趼,B,jiǎn,,(hình thức giới hạn) vết chai,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DBC.json
趾,B,zhǐ,Nhảy,ngón chân,resolved,足,Bộ Túc,record-radical,5,0,7,chars/8DBE.json
趿,A,tā,Kịp,xem 趿拉[ta1 la5],resolved,足,Bộ Túc,record-radical,1,2,7,chars/8DBF.json
跁,C,pá,,ngồi xổm; ngồi chồm hổm,not-resolved,,,not-resolved,0,0,7,chars/8DC1.json
跂,B,jī,,bàn chân,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DC2.json
跃,A,yuè,Dược,nhảy; bật,resolved,足,Bộ Túc,record-radical,6,10,5,chars/8DC3.json
跄,B,qiāng,,đi nhanh,resolved,足,Bộ Túc,record-radical,2,0,7,chars/8DC4.json
跅,C,tuò,,không cẩn thận,not-resolved,,,not-resolved,0,0,7,chars/8DC5.json
跆,B,tái,,"giẫm đạp, đá",resolved,足,Bộ Túc,record-radical,1,0,7,chars/8DC6.json
跋,A,bá,,tái bút; leo trèo qua núi,resolved,足,Bộ Túc,record-radical,6,2,7,chars/8DCB.json
跌,C,diē,Trặc,ngã,not-resolved,,,not-resolved,6,5,6,chars/8DCC.json
跍,C,kū,,ngồi xổm,not-resolved,,,not-resolved,0,0,7,chars/8DCD.json
跎,B,tuó,,vấp; ngốn thời gian,resolved,足,Bộ Túc,record-radical,2,0,7,chars/8DCE.json
跏,B,jiā,,ngồi bắt chéo chân,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DCF.json
跐,C,cǐ,,dẫm; đạp,not-resolved,,,not-resolved,0,0,7,chars/8DD0.json
跑,A,pǎo,,chạy,resolved,足,Bộ Túc,record-radical,10,10,2,chars/8DD1.json
跕,C,dié,Chồm,lê bước,not-resolved,,,not-resolved,0,0,7,chars/8DD5.json
跖,B,zhí,,biến thể của 蹠[zhi2],resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DD6.json
跗,B,fū,,mu bàn chân; xương cổ chân,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DD7.json
跙,C,jǔ,,"yếu, khập khiễng",not-resolved,,,not-resolved,0,0,7,chars/8DD9.json
跚,A,shān,,dùng trong 蹣跚|蹒跚[pan2 shan1],resolved,足,Bộ Túc,record-radical,2,4,7,chars/8DDA.json
跛,B,bǒ,,đi khập khiễng; què,resolved,足,Bộ Túc,record-radical,2,0,7,chars/8DDB.json
距,A,jù,Cựa,cách,resolved,足,Bộ Túc,record-radical,6,10,4,chars/8DDD.json
跞,B,lì,,di chuyển; đi bộ,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DDE.json
跟,A,gēn,Ngấn,với; theo,resolved,足,Bộ Túc,record-radical,8,10,3,chars/8DDF.json
跣,B,xiǎn,,chân trần,resolved,足,Bộ Túc,record-radical,1,0,7,chars/8DE3.json
跤,A,jiāo,,ngã nhào; té ngã,resolved,足,Bộ Túc,record-radical,2,4,7,chars/8DE4.json
跦,C,zhū,,đi tới lui; đi bộ,not-resolved,,,not-resolved,0,0,7,chars/8DE6.json
跧,C,quán,,co ro; ngồi xổm,not-resolved,,,not-resolved,0,0,7,chars/8DE7.json
跨,A,kuà,,bước qua,resolved,足,Bộ Túc,record-radical,6,10,6,chars/8DE8.json
跩,C,zhuǎi,Dậy,đi lạch bạch; đi vênh váo,not-resolved,,,not-resolved,0,0,7,chars/8DE9.json
跪,B,guì,Quỳ,quỳ xuống,resolved,足,Bộ Túc,record-radical,6,0,6,chars/8DEA.json
跫,B,qióng,,âm thanh bước chân,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DEB.json
跬,B,kuǐ,Khoẻ,bước ngắn; ngắn,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DEC.json
跮,C,chì,Chọi,đi vội vàng,not-resolved,,,not-resolved,0,0,7,chars/8DEE.json
路,A,lù,Lộ,đường,resolved,足,Bộ Túc,record-radical,20,10,2,chars/8DEF.json
跱,C,zhì,,ngồi xổm; dừng lại,not-resolved,,,not-resolved,0,0,7,chars/8DF1.json
跲,C,jiá,,vấp ngã,not-resolved,,,not-resolved,0,0,7,chars/8DF2.json
跳,A,tiào,Khêu,nhảy,resolved,足,Bộ Túc,record-radical,11,10,2,chars/8DF3.json
践,A,jiàn,,thực hiện (lời hứa); dẫm lên,resolved,足,Bộ Túc,record-radical,6,10,5,chars/8DF5.json
跶,B,dā,,vấp; ngã,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DF6.json
跷,B,qiāo,Nghều,nhấc chân; đứng nhón gót,resolved,足,Bộ Túc,record-radical,4,0,7,chars/8DF7.json
跸,B,bì,,dọn đường khi hoàng đế tuần du,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DF8.json
跹,B,xiān,,dáng điệu nhảy; đi xung quanh,resolved,足,Bộ Túc,record-radical,1,0,7,chars/8DF9.json
跺,B,duò,,biến thể của 跺[duo4],resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DFA.json
跻,A,jī,,(văn học) lên; trèo,resolved,足,Bộ Túc,record-radical,1,4,7,chars/8DFB.json
跼,C,jú,,,not-resolved,,,not-resolved,0,0,7,chars/8DFC.json
跽,B,jì,,quỳ,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8DFD.json
踅,B,chì,,đi với một chân,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E05.json
踆,C,qūn,,ngồi xổm,not-resolved,,,not-resolved,0,0,7,chars/8E06.json
踈,C,shū,,biến thể của 疏[shu1],not-resolved,,,not-resolved,0,0,7,chars/8E08.json
踉,B,liáng,,nhảy,resolved,足,Bộ Túc,record-radical,2,0,7,chars/8E09.json
踊,A,yǒng,,nhảy,resolved,足,Bộ Túc,record-radical,1,2,6,chars/8E0A.json
踋,C,jiǎo,,biến thể cũ của 腳|脚[jiao3],not-resolved,,,not-resolved,0,0,7,chars/8E0B.json
踌,A,chóu,Trù,đi tới lui; do dự,resolved,足,Bộ Túc,record-radical,3,4,7,chars/8E0C.json
踏,A,tà,Đạp,dẫm lên,resolved,足,Bộ Túc,record-radical,7,10,6,chars/8E0F.json
踒,C,wō,,trượt ngã và bong gân chân tay,not-resolved,,,not-resolved,0,0,7,chars/8E12.json
踔,B,chuō,Xợt,vượt trội; sải bước,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E14.json
踖,C,jí,Tếch,bước; đi một cách cung kính,not-resolved,,,not-resolved,0,0,7,chars/8E16.json
踘,B,jū,Guốc,quả bóng da; tiếng Đài Loan đọc là [ju2],resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E18.json
踜,C,lèng,,vấp; trượt,not-resolved,,,not-resolved,0,0,7,chars/8E1C.json
踝,B,huái,,mắt cá chân,resolved,足,Bộ Túc,record-radical,4,0,7,chars/8E1D.json
踞,C,jù,,dựa vào; ngồi xổm,not-resolved,,,not-resolved,6,0,7,chars/8E1E.json
踟,A,chí,,chần chừ; không quyết định,resolved,足,Bộ Túc,record-radical,2,2,7,chars/8E1F.json
踠,C,wǎn,,mắt cá; chỗ khớp xương,not-resolved,,,not-resolved,0,0,7,chars/8E20.json
踡,C,quán,,cuộn lại,not-resolved,,,not-resolved,0,0,7,chars/8E21.json
踢,A,tī,,đá,resolved,足,Bộ Túc,record-radical,4,9,2,chars/8E22.json
踣,B,bó,Vội,thi thể; ngã sấp,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E23.json
踤,C,cù,Nhót,húc vào,not-resolved,,,not-resolved,0,0,7,chars/8E24.json
踥,B,qiè,,đi những bước nhỏ,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E25.json
踦,C,jǐ,,ống chân,not-resolved,,,not-resolved,0,0,7,chars/8E26.json
踧,C,cù,,một cách cẩn thận; bằng phẳng,not-resolved,,,not-resolved,0,0,7,chars/8E27.json
踩,A,cǎi,,giẫm,resolved,足,Bộ Túc,record-radical,4,6,5,chars/8E29.json
踪,A,zōng,Tông,biến thể của 蹤|踪[zong1],resolved,足,Bộ Túc,record-radical,6,10,6,chars/8E2A.json
踬,B,zhì,,"vấp, ngã",resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E2C.json
踮,B,diǎn,,đứng nhón chân; phiên âm Đài Loan: [dian4],resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E2E.json
踯,B,zhí,,do dự; dừng lại,resolved,足,Bộ Túc,record-radical,1,0,7,chars/8E2F.json
踱,B,duó,,đi dạo; đi từng bước,resolved,足,Bộ Túc,record-radical,2,0,7,chars/8E31.json
踵,B,zhǒng,,đến; theo gót,resolved,足,Bộ Túc,record-radical,6,0,7,chars/8E35.json
踶,B,dì,,đá; dẫm lên,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E36.json
踹,B,chuài,,đá,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E39.json
踺,B,jiàn,,dùng trong 踺子[jian4 zi5],resolved,足,Bộ Túc,record-radical,1,0,7,chars/8E3A.json
踼,C,táng,,ngã sõng soài; ngã úp mặt,not-resolved,,,not-resolved,0,0,7,chars/8E3C.json
踽,B,jǔ,,gù lưng; đi một mình,resolved,足,Bộ Túc,record-radical,1,0,7,chars/8E3D.json
蹀,B,dié,,giẫm lên; dậm chân,resolved,足,Bộ Túc,record-radical,1,0,7,chars/8E40.json
蹁,B,pián,,đi khập khiễng,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E41.json
蹂,B,róu,,giẫm đạp,resolved,足,Bộ Túc,record-radical,1,0,7,chars/8E42.json
蹄,B,tí,Đế,móng; chân giò lợn,resolved,足,Bộ Túc,record-radical,6,0,7,chars/8E44.json
蹇,B,Jiǎn,Kiễng,họ [Jian3],resolved,足,Bộ Túc,record-radical,1,0,7,chars/8E47.json
蹈,A,dǎo,Dạo,đạp lên; giẫm,resolved,足,Bộ Túc,record-radical,6,10,6,chars/8E48.json
蹉,C,cuō,Tha,sai lầm; trượt,not-resolved,,,not-resolved,2,0,7,chars/8E49.json
蹊,B,xī,,dùng trong 蹊蹺|蹊跷[qi1 qiao1]; cách phát âm ở Đài Loan: [xi1],resolved,足,Bộ Túc,record-radical,5,0,7,chars/8E4A.json
蹋,A,tà,,dẫm lên,resolved,足,Bộ Túc,record-radical,1,4,6,chars/8E4B.json
蹎,C,diān,Chân,ngã chúi về phía trước (biến thể của 顛|颠[dian1]),not-resolved,,,not-resolved,0,0,7,chars/8E4E.json
蹐,C,jí,,đi với bước ngắn,not-resolved,,,not-resolved,0,0,7,chars/8E50.json
蹑,C,niè,,đi nhón chân; đi nhẹ nhàng,not-resolved,,,not-resolved,3,0,7,chars/8E51.json
蹒,A,pán,,dùng trong 蹣跚|蹒跚[pan2 shan1]; cách phát âm ở Đài Loan [man2],resolved,足,Bộ Túc,record-radical,2,4,7,chars/8E52.json
蹓,C,liù,,đi dạo; dắt ngựa đi dạo,not-resolved,,,not-resolved,0,0,7,chars/8E53.json
蹙,C,cù,,nhăn (mày); nhăn nheo (mày),not-resolved,,,not-resolved,2,0,7,chars/8E59.json
蹚,B,tāng,,lội; dẫm đạp,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E5A.json
蹜,C,suō,Tốc,đi cẩn thận,not-resolved,,,not-resolved,0,0,7,chars/8E5C.json
蹝,C,xǐ,,dép lê,not-resolved,,,not-resolved,0,0,7,chars/8E5D.json
蹠,C,zhí,,,not-resolved,,,not-resolved,0,0,7,chars/8E60.json
蹡,B,qiāng,,(dáng đi),resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E61.json
蹢,C,dí,Nhích,móng guốc,not-resolved,,,not-resolved,0,0,7,chars/8E62.json
蹦,A,bèng,,"nhảy, nhảy lò cò",resolved,足,Bộ Túc,record-radical,6,2,6,chars/8E66.json
蹧,B,zāo,,xem 蹧蹋[zao1 ta4],resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E67.json
蹩,C,bié,,khập khiễng; bong gân (mắt cá chân hoặc cổ tay),not-resolved,,,not-resolved,1,0,7,chars/8E69.json
蹪,C,tuí,,vấp; ngã,not-resolved,,,not-resolved,0,0,7,chars/8E6A.json
蹬,B,dēng,,đạp,resolved,足,Bộ Túc,record-radical,0,0,6,chars/8E6C.json
蹭,B,cèng,,xin xỏ,resolved,足,Bộ Túc,record-radical,2,0,7,chars/8E6D.json
蹮,C,xiān,,biến thể cũ của 躚|跹[xian1],not-resolved,,,not-resolved,0,0,7,chars/8E6E.json
蹯,B,fán,,móng vuốt của động vật,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E6F.json
蹰,A,chú,,do dự; không quyết định,resolved,足,Bộ Túc,record-radical,2,2,7,chars/8E70.json
蹲,A,dūn,,ngồi xổm,resolved,足,Bộ Túc,record-radical,4,4,5,chars/8E72.json
蹴,C,cù,,một cách cẩn thận; đá,not-resolved,,,not-resolved,2,1,7,chars/8E74.json
蹶,B,jué,,vấp; ngã,resolved,足,Bộ Túc,record-radical,2,0,7,chars/8E76.json
蹼,B,pǔ,,"màng (ở chân vịt, ếch, v.v.)",resolved,足,Bộ Túc,record-radical,1,0,7,chars/8E7C.json
蹽,C,liāo,Trèo,chạy; trốn,not-resolved,,,not-resolved,0,0,7,chars/8E7D.json
蹾,C,dūn,,(khẩu ngữ) đặt mạnh xuống; đặt phịch xuống,not-resolved,,,not-resolved,0,0,7,chars/8E7E.json
蹿,B,cuān,,nhảy vọt lên; (khẩu ngữ) phun ra; bắn ra,resolved,足,Bộ Túc,record-radical,4,0,7,chars/8E7F.json
躁,A,zào,Tháo,nóng nảy; dễ cáu,resolved,足,Bộ Túc,record-radical,7,10,6,chars/8E81.json
躃,C,bì,,biến thể của 躄[bi4],not-resolved,,,not-resolved,0,0,7,chars/8E83.json
躄,C,bì,,què cả hai chân; phế,not-resolved,,,not-resolved,0,0,7,chars/8E84.json
躅,C,zhú,Ghen / Xộc,đi cẩn thận; do dự,not-resolved,,,not-resolved,1,0,7,chars/8E85.json
躇,A,chú,Chứa,do dự,resolved,足,Bộ Túc,record-radical,3,4,7,chars/8E87.json
躏,B,lìn,,dùng trong 蹂躪|蹂躏[rou2 lin4],resolved,足,Bộ Túc,record-radical,1,0,7,chars/8E8F.json
躐,B,liè,Láp,bước qua,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E90.json
躔,B,chán,,(văn học) dấu chân động vật; quỹ đạo thiên thể,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E94.json
躗,C,wèi,,khoa trương; bịa đặt,not-resolved,,,not-resolved,0,0,7,chars/8E97.json
躙,C,lìn,,"biến thể của 躪|躏, giẫm đạp; áp bức",not-resolved,,,not-resolved,0,0,7,chars/8E99.json
躛,C,wèi,,biến thể của 躗[wei4],not-resolved,,,not-resolved,0,0,7,chars/8E9B.json
躜,B,zuān,,nhảy,resolved,足,Bộ Túc,record-radical,0,0,7,chars/8E9C.json
躞,B,xiè,,đi bộ,resolved,足,Bộ Túc,record-radical,1,0,7,chars/8E9E.json
躠,C,xiè,,đi khập khiễng,not-resolved,,,not-resolved,0,0,7,chars/8EA0.json
躣,C,qú,,(dáng đi),not-resolved,,,not-resolved,0,0,7,chars/8EA3.json
躧,C,xǐ,,giày; đạp,not-resolved,,,not-resolved,0,0,7,chars/8EA7.json
躩,C,jué,,uốn; cong,not-resolved,,,not-resolved,0,0,7,chars/8EA9.json
身,A,shēn,Thân,cơ thể; cuộc đời,resolved,身,Bộ Thân,self-radical,20,10,2,chars/8EAB.json
躬,C,gōng,Cung,"cơ thể (con người, đặc biệt là phần thân); cúi (người)",not-resolved,,,not-resolved,6,4,6,chars/8EAC.json
躯,B,qū,Xo,cơ thể con người,resolved,身,Bộ Thân,record-radical,5,0,7,chars/8EAF.json
躰,C,tǐ,,biến thể của 體|体[ti3],not-resolved,,,not-resolved,0,0,7,chars/8EB0.json
躲,A,duǒ,,trốn; tránh né,resolved,身,Bộ Thân,record-radical,6,10,5,chars/8EB2.json
躹,C,jū,,biến thể của 鞠[ju1],not-resolved,,,not-resolved,0,0,7,chars/8EB9.json
躺,A,tǎng,Thẳng,nằm,resolved,身,Bộ Thân,record-radical,3,10,4,chars/8EBA.json
軃,C,duǒ,,biến thể của 嚲|亸[duo3],not-resolved,,,not-resolved,0,0,7,chars/8EC3.json
軆,C,tǐ,,biến thể cũ của 體|体[ti3],not-resolved,,,not-resolved,0,0,7,chars/8EC6.json
軎,C,wèi,,,not-resolved,,,not-resolved,0,0,,chars/8ECE.json
軖,C,kuáng,,bánh xe quay (công cụ kéo sợi); xe cút kít,not-resolved,,,not-resolved,0,0,7,chars/8ED6.json
軘,C,tún,,chiến xa,not-resolved,,,not-resolved,0,0,7,chars/8ED8.json
軜,C,nà,,dây cương bên trong của xe ngựa bốn con,not-resolved,,,not-resolved,0,0,7,chars/8EDC.json
軠,C,kuáng,,biến thể cũ của 軖[kuang2],not-resolved,,,not-resolved,0,0,7,chars/8EE0.json
軡,C,Qián,,biến thể cũ của 黔[Qian2],not-resolved,,,not-resolved,0,0,7,chars/8EE1.json
転,C,zhuǎn,,biến thể tiếng Nhật của 轉|转,not-resolved,,,not-resolved,0,0,7,chars/8EE2.json
軥,C,qú,,đầu của ách,not-resolved,,,not-resolved,0,0,7,chars/8EE5.json
軨,C,líng,,khung lưới ở phía trước và hai bên,not-resolved,,,not-resolved,0,0,7,chars/8EE8.json
軭,C,kuāng,,làm hỏng (Quảng Đông); phá hủy,not-resolved,,,not-resolved,0,0,7,chars/8EED.json
軱,C,gū,,xương lớn,not-resolved,,,not-resolved,0,0,7,chars/8EF1.json
軶,C,è,,biến thể cũ của 軛|轭[e4],not-resolved,,,not-resolved,0,0,7,chars/8EF6.json
軷,C,bá,,hiến tế,not-resolved,,,not-resolved,0,0,7,chars/8EF7.json
軽,C,qīng,,biến thể Nhật Bản của 輕|轻[qing1],not-resolved,,,not-resolved,0,0,7,chars/8EFD.json
軿,C,píng,Bánh,xe có rèm che dùng cho phụ nữ; tập hợp lại,not-resolved,,,not-resolved,0,0,7,chars/8EFF.json
輀,C,ér,,xe tang,not-resolved,,,not-resolved,0,0,7,chars/8F00.json
輂,B,jú,,xe ngựa (cũ),resolved,車,Bộ Xa,record-radical,0,0,7,chars/8F02.json
輠,C,guǒ,,nồi mỡ dưới xe,not-resolved,,,not-resolved,0,0,7,chars/8F20.json
輣,C,péng,,chiến xa (cổ),not-resolved,,,not-resolved,0,0,7,chars/8F23.json
輤,C,qiàn,,vải phủ xe tang,not-resolved,,,not-resolved,0,0,7,chars/8F24.json
輫,C,pái,,xe ngựa (cổ đại),not-resolved,,,not-resolved,0,0,7,chars/8F2B.json
輴,C,chūn,,xe tang,not-resolved,,,not-resolved,0,0,7,chars/8F34.json
輵,C,gé,,trận hình lớn của giáo mác và chiến xa,not-resolved,,,not-resolved,0,0,7,chars/8F35.json
輹,C,fù,,bộ phận của xe giữ trục bánh xe,not-resolved,,,not-resolved,0,0,7,chars/8F39.json
輼,C,wēn,,"biến thể của 轀|辒, xe tang",not-resolved,,,not-resolved,0,0,7,chars/8F3C.json
轇,C,jiū,,"phức tạp, hỗn loạn; tranh chấp",not-resolved,,,not-resolved,0,0,7,chars/8F47.json
轏,C,zhàn,,xe ngủ và di chuyển,not-resolved,,,not-resolved,0,0,7,chars/8F4F.json
轑,C,lǎo,,nan hoa,not-resolved,,,not-resolved,0,0,7,chars/8F51.json
轒,C,fén,,chiến xa,not-resolved,,,not-resolved,0,0,7,chars/8F52.json
轕,C,gé,,hỗn loạn; không trật tự,not-resolved,,,not-resolved,0,0,7,chars/8F55.json
轖,C,sè,,mui xe bằng da,not-resolved,,,not-resolved,0,0,7,chars/8F56.json
