char,tier,pinyin,meaningVi,missing,source
贲,C,bì,,"nghĩa, bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8D32.json
贳,B,shì,mượn; mua chịu,"từ liên quan, câu liên quan",chars/8D33.json
贴,A,tiē,dán,Hán Việt,chars/8D34.json
贵,C,guì,đắt,bộ thủ,chars/8D35.json
贶,B,kuàng,ban tặng; phong tặng,"từ liên quan, câu liên quan, Hán Việt",chars/8D36.json
贷,A,dài,cho vay lấy lãi; vay,Hán Việt,chars/8D37.json
贸,A,mào,thương mại; mậu dịch,Hán Việt,chars/8D38.json
贻,B,yí,tặng; để lại,"câu liên quan, Hán Việt",chars/8D3B.json
贼,C,zéi,kẻ trộm,bộ thủ,chars/8D3C.json
贽,B,zhì,quà tặng cho cấp trên,"câu liên quan, Hán Việt",chars/8D3D.json
贾,A,Jiǎ,họ [Jia3],Hán Việt,chars/8D3E.json
贿,C,huì,(dạng kết hợp) hối lộ,"bộ thủ, Hán Việt",chars/8D3F.json
赀,B,zī,ước tính; phạt tiền (cổ),"từ liên quan, câu liên quan, Hán Việt",chars/8D40.json
赁,C,lìn,thuê,"bộ thủ, Hán Việt",chars/8D41.json
资,A,zī,tài nguyên; vốn,Hán Việt,chars/8D44.json
赅,B,Gāi,họ [Gai1],"câu liên quan, Hán Việt",chars/8D45.json
赆,B,jìn,quà tặng ly biệt,"từ liên quan, câu liên quan, Hán Việt",chars/8D46.json
赇,C,qiú,hối lộ,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8D47.json
赈,B,zhèn,cứu trợ; hỗ trợ,"câu liên quan, Hán Việt",chars/8D48.json
赉,B,lài,ban tặng; phong tặng,"câu liên quan, Hán Việt",chars/8D49.json
赊,B,shē,mua hoặc bán chịu; xa,"câu liên quan, Hán Việt",chars/8D4A.json
赋,C,fù,bài thơ phú; sự đánh thuế,bộ thủ,chars/8D4B.json
赍,C,jī,tặng (quà); ôm giữ (cảm xúc),"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8D4D.json
赎,C,shú,chuộc lại,bộ thủ,chars/8D4E.json
赐,A,cì,ban cho,Hán Việt,chars/8D50.json
赑,C,bì,xem 贔屭|赑屃[Bi4 xi4],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8D51.json
赒,B,zhōu,cứu trợ người nghèo; bố thí,"từ liên quan, câu liên quan, Hán Việt",chars/8D52.json
赓,B,gēng,tiếp tục (như một bài hát),"từ liên quan, câu liên quan, Hán Việt",chars/8D53.json
赔,A,péi,bị lỗ,Hán Việt,chars/8D54.json
赕,B,dǎn,(tiếng man di cổ) nộp phạt để chuộc tội; sông,"từ liên quan, câu liên quan, Hán Việt",chars/8D55.json
赖,A,lài,đổ lỗi,Hán Việt,chars/8D56.json
赗,C,fèng,"(văn học) tặng quà (tiền, v.v.) cho gia đình tang quyến; đóng góp chi phí tang lễ","bộ thủ, từ liên quan, câu liên quan",chars/8D57.json
赘,C,zhuì,(hình thức ghép) thừa thãi; (hình thức ghép) (người đàn ông) chuyển đến ở nhà vợ sau khi kết hôn; (bố mẹ cô dâu) cho chú rể vào ở rể,"bộ thủ, câu liên quan, Hán Việt",chars/8D58.json
赙,B,fù,đóng góp chi phí tang lễ,"từ liên quan, câu liên quan, Hán Việt",chars/8D59.json
赚,A,zhuàn,kiếm lợi,Hán Việt,chars/8D5A.json
赛,A,sài,thi đấu; trận đấu,Hán Việt,chars/8D5B.json
赜,B,zé,huyền bí,"từ liên quan, câu liên quan, Hán Việt",chars/8D5C.json
赝,C,yàn,biến thể của 贗|赝[yan4],"bộ thủ, câu liên quan, Hán Việt",chars/8D5D.json
赞,A,zàn,biến thể của 讚|赞[zan4],Hán Việt,chars/8D5E.json
赟,C,yūn,diện mạo tốt,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8D5F.json
赢,A,yíng,thắng,Hán Việt,chars/8D62.json
赣,B,Gàn,biến thể của 贛|赣[Gan4],"câu liên quan, Hán Việt",chars/8D63.json
赦,B,shè,ân xá (một tù nhân),câu liên quan,chars/8D66.json
赧,B,nǎn,đỏ mặt vì xấu hổ,câu liên quan,chars/8D67.json
赩,C,xì,đỏ; đỏ tươi,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8D69.json
赪,C,chēng,đỏ thẫm,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8D6A.json
赫,C,Hè,họ [He4],bộ thủ,chars/8D6B.json
赭,B,zhě,màu đất,"câu liên quan, Hán Việt",chars/8D6D.json
赯,C,táng,đỏ; đỏ thẫm,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8D6F.json
赱,C,zǒu,biến thể của 走[zou3],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8D71.json
赳,B,jiū,xem 赳赳[jiu1 jiu1],"câu liên quan, Hán Việt",chars/8D73.json
赵,C,Zhào,họ [Zhao4]; một trong bảy nước thời Chiến Quốc (476-220 TCN),"bộ thủ, câu liên quan, Hán Việt",chars/8D75.json
赶,A,gǎn,"vội vàng, lái xe, đuổi kịp",Hán Việt,chars/8D76.json
赸,B,shàn,nhảy; rời đi,"từ liên quan, câu liên quan, Hán Việt",chars/8D78.json
趄,B,jū,dùng trong 趑趄[zi1 ju1],"câu liên quan, Hán Việt",chars/8D84.json
趐,C,xuè,(cổ) đi vào; bay,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8D90.json
趑,C,zī,do dự; không thể di chuyển,"bộ thủ, câu liên quan, Hán Việt",chars/8D91.json
趒,C,tiáo,nhảy; vượt qua,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8D92.json
趔,B,liè,dùng trong 趔趄|趔趄[lie4 qie5],"câu liên quan, Hán Việt",chars/8D94.json
趟,A,tàng,chuyến,Hán Việt,chars/8D9F.json
趡,C,cuǐ,tên địa danh,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DA1.json
趦,B,zī,"biến thể của 趑, do dự; không thể di chuyển","từ liên quan, câu liên quan, Hán Việt",chars/8DA6.json
趫,C,qiáo,nhanh nhẹn; đi cà kheo,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DAB.json
趮,C,zào,"dễ bị kích động, hấp tấp; dữ dội, tàn nhẫn","bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DAE.json
趯,B,tì,nhảy; cách tạo nét trong thư pháp,"từ liên quan, câu liên quan, Hán Việt",chars/8DAF.json
趱,B,zǎn,thúc giục; hối thúc,"từ liên quan, câu liên quan, Hán Việt",chars/8DB1.json
趴,A,pā,nằm sấp,Hán Việt,chars/8DB4.json
趵,B,bào,nhảy; bật,"từ liên quan, câu liên quan, Hán Việt",chars/8DB5.json
趷,C,kē,xóc nảy,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DB7.json
趸,C,dǔn,bán buôn,"bộ thủ, câu liên quan, Hán Việt",chars/8DB8.json
趹,C,jué,phi nước đại,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DB9.json
趺,B,fū,mu bàn chân; xương cổ chân,"câu liên quan, Hán Việt",chars/8DBA.json
趼,B,jiǎn,(hình thức giới hạn) vết chai,"từ liên quan, câu liên quan, Hán Việt",chars/8DBC.json
趾,B,zhǐ,ngón chân,câu liên quan,chars/8DBE.json
跁,C,pá,ngồi xổm; ngồi chồm hổm,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DC1.json
跂,B,jī,bàn chân,"từ liên quan, câu liên quan, Hán Việt",chars/8DC2.json
跄,B,qiāng,đi nhanh,"câu liên quan, Hán Việt",chars/8DC4.json
跅,C,tuò,không cẩn thận,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DC5.json
跆,B,tái,"giẫm đạp, đá","câu liên quan, Hán Việt",chars/8DC6.json
跋,A,bá,tái bút; leo trèo qua núi,Hán Việt,chars/8DCB.json
跌,C,diē,ngã,bộ thủ,chars/8DCC.json
跍,C,kū,ngồi xổm,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DCD.json
跎,B,tuó,vấp; ngốn thời gian,"câu liên quan, Hán Việt",chars/8DCE.json
跏,B,jiā,ngồi bắt chéo chân,"từ liên quan, câu liên quan, Hán Việt",chars/8DCF.json
跐,C,cǐ,dẫm; đạp,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DD0.json
跑,A,pǎo,chạy,Hán Việt,chars/8DD1.json
跕,C,dié,lê bước,"bộ thủ, từ liên quan, câu liên quan",chars/8DD5.json
跖,B,zhí,biến thể của 蹠[zhi2],"từ liên quan, câu liên quan, Hán Việt",chars/8DD6.json
跗,B,fū,mu bàn chân; xương cổ chân,"từ liên quan, câu liên quan, Hán Việt",chars/8DD7.json
跙,C,jǔ,"yếu, khập khiễng","bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DD9.json
跚,A,shān,dùng trong 蹣跚|蹒跚[pan2 shan1],Hán Việt,chars/8DDA.json
跛,B,bǒ,đi khập khiễng; què,"câu liên quan, Hán Việt",chars/8DDB.json
跞,B,lì,di chuyển; đi bộ,"từ liên quan, câu liên quan, Hán Việt",chars/8DDE.json
跣,B,xiǎn,chân trần,"câu liên quan, Hán Việt",chars/8DE3.json
跤,A,jiāo,ngã nhào; té ngã,Hán Việt,chars/8DE4.json
跦,C,zhū,đi tới lui; đi bộ,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DE6.json
跧,C,quán,co ro; ngồi xổm,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DE7.json
跨,A,kuà,bước qua,Hán Việt,chars/8DE8.json
跩,C,zhuǎi,đi lạch bạch; đi vênh váo,"bộ thủ, từ liên quan, câu liên quan",chars/8DE9.json
跪,B,guì,quỳ xuống,câu liên quan,chars/8DEA.json
跫,B,qióng,âm thanh bước chân,"từ liên quan, câu liên quan, Hán Việt",chars/8DEB.json
跬,B,kuǐ,bước ngắn; ngắn,"từ liên quan, câu liên quan",chars/8DEC.json
跮,C,chì,đi vội vàng,"bộ thủ, từ liên quan, câu liên quan",chars/8DEE.json
跱,C,zhì,ngồi xổm; dừng lại,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DF1.json
跲,C,jiá,vấp ngã,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DF2.json
践,A,jiàn,thực hiện (lời hứa); dẫm lên,Hán Việt,chars/8DF5.json
跶,B,dā,vấp; ngã,"từ liên quan, câu liên quan, Hán Việt",chars/8DF6.json
跷,B,qiāo,nhấc chân; đứng nhón gót,câu liên quan,chars/8DF7.json
跸,B,bì,dọn đường khi hoàng đế tuần du,"từ liên quan, câu liên quan, Hán Việt",chars/8DF8.json
跹,B,xiān,dáng điệu nhảy; đi xung quanh,"câu liên quan, Hán Việt",chars/8DF9.json
跺,B,duò,biến thể của 跺[duo4],"từ liên quan, câu liên quan, Hán Việt",chars/8DFA.json
跻,A,jī,(văn học) lên; trèo,Hán Việt,chars/8DFB.json
跼,C,jú,,"nghĩa, bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8DFC.json
跽,B,jì,quỳ,"từ liên quan, câu liên quan, Hán Việt",chars/8DFD.json
踅,B,chì,đi với một chân,"từ liên quan, câu liên quan, Hán Việt",chars/8E05.json
踆,C,qūn,ngồi xổm,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E06.json
踈,C,shū,biến thể của 疏[shu1],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E08.json
踉,B,liáng,nhảy,"câu liên quan, Hán Việt",chars/8E09.json
踊,A,yǒng,nhảy,Hán Việt,chars/8E0A.json
踋,C,jiǎo,biến thể cũ của 腳|脚[jiao3],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E0B.json
踒,C,wō,trượt ngã và bong gân chân tay,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E12.json
踔,B,chuō,vượt trội; sải bước,"từ liên quan, câu liên quan",chars/8E14.json
踖,C,jí,bước; đi một cách cung kính,"bộ thủ, từ liên quan, câu liên quan",chars/8E16.json
踘,B,jū,quả bóng da; tiếng Đài Loan đọc là [ju2],"từ liên quan, câu liên quan",chars/8E18.json
踜,C,lèng,vấp; trượt,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E1C.json
踝,B,huái,mắt cá chân,"câu liên quan, Hán Việt",chars/8E1D.json
踞,C,jù,dựa vào; ngồi xổm,"bộ thủ, câu liên quan, Hán Việt",chars/8E1E.json
踟,A,chí,chần chừ; không quyết định,Hán Việt,chars/8E1F.json
踠,C,wǎn,mắt cá; chỗ khớp xương,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E20.json
踡,C,quán,cuộn lại,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E21.json
踢,A,tī,đá,Hán Việt,chars/8E22.json
踣,B,bó,thi thể; ngã sấp,"từ liên quan, câu liên quan",chars/8E23.json
踤,C,cù,húc vào,"bộ thủ, từ liên quan, câu liên quan",chars/8E24.json
踥,B,qiè,đi những bước nhỏ,"từ liên quan, câu liên quan, Hán Việt",chars/8E25.json
踦,C,jǐ,ống chân,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E26.json
踧,C,cù,một cách cẩn thận; bằng phẳng,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E27.json
踩,A,cǎi,giẫm,Hán Việt,chars/8E29.json
踬,B,zhì,"vấp, ngã","từ liên quan, câu liên quan, Hán Việt",chars/8E2C.json
踮,B,diǎn,đứng nhón chân; phiên âm Đài Loan: [dian4],"từ liên quan, câu liên quan, Hán Việt",chars/8E2E.json
踯,B,zhí,do dự; dừng lại,"câu liên quan, Hán Việt",chars/8E2F.json
踱,B,duó,đi dạo; đi từng bước,"câu liên quan, Hán Việt",chars/8E31.json
踵,B,zhǒng,đến; theo gót,"câu liên quan, Hán Việt",chars/8E35.json
踶,B,dì,đá; dẫm lên,"từ liên quan, câu liên quan, Hán Việt",chars/8E36.json
踹,B,chuài,đá,"từ liên quan, câu liên quan, Hán Việt",chars/8E39.json
踺,B,jiàn,dùng trong 踺子[jian4 zi5],"câu liên quan, Hán Việt",chars/8E3A.json
踼,C,táng,ngã sõng soài; ngã úp mặt,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E3C.json
踽,B,jǔ,gù lưng; đi một mình,"câu liên quan, Hán Việt",chars/8E3D.json
蹀,B,dié,giẫm lên; dậm chân,"câu liên quan, Hán Việt",chars/8E40.json
蹁,B,pián,đi khập khiễng,"từ liên quan, câu liên quan, Hán Việt",chars/8E41.json
蹂,B,róu,giẫm đạp,"câu liên quan, Hán Việt",chars/8E42.json
蹄,B,tí,móng; chân giò lợn,câu liên quan,chars/8E44.json
蹇,B,Jiǎn,họ [Jian3],câu liên quan,chars/8E47.json
蹉,C,cuō,sai lầm; trượt,"bộ thủ, câu liên quan",chars/8E49.json
蹊,B,xī,dùng trong 蹊蹺|蹊跷[qi1 qiao1]; cách phát âm ở Đài Loan: [xi1],"câu liên quan, Hán Việt",chars/8E4A.json
蹋,A,tà,dẫm lên,Hán Việt,chars/8E4B.json
蹎,C,diān,ngã chúi về phía trước (biến thể của 顛|颠[dian1]),"bộ thủ, từ liên quan, câu liên quan",chars/8E4E.json
蹐,C,jí,đi với bước ngắn,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E50.json
蹑,C,niè,đi nhón chân; đi nhẹ nhàng,"bộ thủ, câu liên quan, Hán Việt",chars/8E51.json
蹒,A,pán,dùng trong 蹣跚|蹒跚[pan2 shan1]; cách phát âm ở Đài Loan [man2],Hán Việt,chars/8E52.json
蹓,C,liù,đi dạo; dắt ngựa đi dạo,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E53.json
蹙,C,cù,nhăn (mày); nhăn nheo (mày),"bộ thủ, câu liên quan, Hán Việt",chars/8E59.json
蹚,B,tāng,lội; dẫm đạp,"từ liên quan, câu liên quan, Hán Việt",chars/8E5A.json
蹜,C,suō,đi cẩn thận,"bộ thủ, từ liên quan, câu liên quan",chars/8E5C.json
蹝,C,xǐ,dép lê,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E5D.json
蹠,C,zhí,,"nghĩa, bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E60.json
蹡,B,qiāng,(dáng đi),"từ liên quan, câu liên quan, Hán Việt",chars/8E61.json
蹢,C,dí,móng guốc,"bộ thủ, từ liên quan, câu liên quan",chars/8E62.json
蹦,A,bèng,"nhảy, nhảy lò cò",Hán Việt,chars/8E66.json
蹧,B,zāo,xem 蹧蹋[zao1 ta4],"từ liên quan, câu liên quan, Hán Việt",chars/8E67.json
蹩,C,bié,khập khiễng; bong gân (mắt cá chân hoặc cổ tay),"bộ thủ, câu liên quan, Hán Việt",chars/8E69.json
蹪,C,tuí,vấp; ngã,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E6A.json
蹬,B,dēng,đạp,"từ liên quan, câu liên quan, Hán Việt",chars/8E6C.json
蹭,B,cèng,xin xỏ,"câu liên quan, Hán Việt",chars/8E6D.json
蹮,C,xiān,biến thể cũ của 躚|跹[xian1],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E6E.json
蹯,B,fán,móng vuốt của động vật,"từ liên quan, câu liên quan, Hán Việt",chars/8E6F.json
蹰,A,chú,do dự; không quyết định,Hán Việt,chars/8E70.json
蹲,A,dūn,ngồi xổm,Hán Việt,chars/8E72.json
蹴,C,cù,một cách cẩn thận; đá,"bộ thủ, Hán Việt",chars/8E74.json
蹶,B,jué,vấp; ngã,"câu liên quan, Hán Việt",chars/8E76.json
蹼,B,pǔ,"màng (ở chân vịt, ếch, v.v.)","câu liên quan, Hán Việt",chars/8E7C.json
蹽,C,liāo,chạy; trốn,"bộ thủ, từ liên quan, câu liên quan",chars/8E7D.json
蹾,C,dūn,(khẩu ngữ) đặt mạnh xuống; đặt phịch xuống,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E7E.json
蹿,B,cuān,nhảy vọt lên; (khẩu ngữ) phun ra; bắn ra,"câu liên quan, Hán Việt",chars/8E7F.json
躃,C,bì,biến thể của 躄[bi4],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E83.json
躄,C,bì,què cả hai chân; phế,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E84.json
躅,C,zhú,đi cẩn thận; do dự,"bộ thủ, câu liên quan",chars/8E85.json
躏,B,lìn,dùng trong 蹂躪|蹂躏[rou2 lin4],"câu liên quan, Hán Việt",chars/8E8F.json
躐,B,liè,bước qua,"từ liên quan, câu liên quan",chars/8E90.json
躔,B,chán,(văn học) dấu chân động vật; quỹ đạo thiên thể,"từ liên quan, câu liên quan, Hán Việt",chars/8E94.json
躗,C,wèi,khoa trương; bịa đặt,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E97.json
躙,C,lìn,"biến thể của 躪|躏, giẫm đạp; áp bức","bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E99.json
躛,C,wèi,biến thể của 躗[wei4],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8E9B.json
躜,B,zuān,nhảy,"từ liên quan, câu liên quan, Hán Việt",chars/8E9C.json
躞,B,xiè,đi bộ,"câu liên quan, Hán Việt",chars/8E9E.json
躠,C,xiè,đi khập khiễng,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8EA0.json
躣,C,qú,(dáng đi),"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8EA3.json
躧,C,xǐ,giày; đạp,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8EA7.json
躩,C,jué,uốn; cong,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8EA9.json
躬,C,gōng,"cơ thể (con người, đặc biệt là phần thân); cúi (người)",bộ thủ,chars/8EAC.json
躯,B,qū,cơ thể con người,câu liên quan,chars/8EAF.json
躰,C,tǐ,biến thể của 體|体[ti3],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8EB0.json
躲,A,duǒ,trốn; tránh né,Hán Việt,chars/8EB2.json
躹,C,jū,biến thể của 鞠[ju1],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8EB9.json
軃,C,duǒ,biến thể của 嚲|亸[duo3],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8EC3.json
軆,C,tǐ,biến thể cũ của 體|体[ti3],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8EC6.json
軎,C,wèi,,"nghĩa, bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8ECE.json
軖,C,kuáng,bánh xe quay (công cụ kéo sợi); xe cút kít,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/8ED6.json
