target,type,pinyin,meaning,levels,libraries,radicalStatus,radical,relatedCount,collocationCount,sentenceCount,grammarCount,componentCount,hasMemory
通,single-character,tōng,thông qua,"2,5","boya,new_hsk",resolved,辵,15,10,10,4,1,True
通俗,multi-character-word,tōng sú,phổ biến,"6,7","hsk,new_hsk",,,0,3,4,0,2,True
通信,multi-character-word,tōng xìn,thư từ,"3,5","hsk,new_hsk",,,0,2,4,0,2,True
通告,multi-character-word,tōng gào,thông báo,7,new_hsk,,,0,3,4,0,2,True
通宵,multi-character-word,tōng xiāo,suốt đêm,7,new_hsk,,,0,4,4,0,2,True
通常,multi-character-word,tōng cháng,thường thì,"3,5","boya,hsk,new_hsk",,,0,0,10,1,0,True
通往,multi-character-word,tōng wǎng,dẫn đến,7,new_hsk,,,0,3,5,0,2,True
通报,multi-character-word,tōng bào,thông báo,6,new_hsk,,,0,1,0,0,2,True
通晓,multi-character-word,tōng xiǎo,"thông thạo, hiểu rõ",4,boya,,,0,0,2,0,0,True
通用,multi-character-word,tōng yòng,được sử dụng chung,5,new_hsk,,,0,0,0,0,0,True
通畅,multi-character-word,tōng chàng,thông suốt,7,new_hsk,,,0,2,3,0,2,True
通知,multi-character-word,tōng zhī,thông báo,"2,4","boya,hsk,new_hsk",,,1,8,10,0,0,True
通知书,multi-character-word,tōng zhī shū,thông báo,4,new_hsk,,,0,0,1,0,3,True
通红,multi-character-word,tōng hóng,đỏ bừng,6,new_hsk,,,0,3,4,0,2,True
通缉,multi-character-word,tōng jī,truy nã,"6,7","hsk,new_hsk",,,0,4,4,0,2,True
通行,multi-character-word,tōng xíng,đi qua,6,new_hsk,,,1,7,10,0,2,True
通行证,multi-character-word,tōng xíng zhèng,giấy phép,7,new_hsk,,,0,4,6,0,3,True
通讯,multi-character-word,tōng xùn,liên lạc,6,"hsk,new_hsk",,,0,1,5,0,2,True
通货膨胀,multi-character-word,tōng huò péng zhàng,lạm phát tiền tệ,6,hsk,,,0,4,10,0,4,True
通车,multi-character-word,tōng chē,khai thông giao thông,7,new_hsk,,,0,1,3,0,2,True
通过,multi-character-word,tōng guò,thông qua,"2,4,5","boya,hsk,new_hsk",,,0,7,10,2,0,True
通通,multi-character-word,tōng tōng,hoàn toàn,7,new_hsk,,,0,3,4,0,2,True
通道,multi-character-word,tōng dào,"đường thông qua, lối đi","6,8","boya,new_hsk",,,0,5,8,0,2,True
通顺,multi-character-word,tōng shùn,rõ ràng và mạch lạc; trơn tru,7,new_hsk,,,0,5,5,0,2,True
通风,multi-character-word,tōng fēng,thông gió,7,new_hsk,,,0,4,5,0,2,True
逛,single-character,guàng,dạo quanh,"1,4,5","boya,hsk,new_hsk",resolved,辵,1,1,5,0,1,True
逛街,multi-character-word,guàng jiē,"đi dạo phố, đi mua sắm",3,boya,,,0,0,3,0,0,True
逝,single-character,shì,(nước chảy hoặc thời gian) trôi qua; qua đời; chết,6,char_dictionary,resolved,辵,1,3,10,0,0,False
逝世,multi-character-word,shì shì,qua đời,"6,7","hsk,new_hsk",,,0,3,5,0,2,True
逞,single-character,chěng,phô trương; khoe khoang,7,char_dictionary,resolved,辵,2,7,7,0,0,False
逞强,multi-character-word,chěng qiáng,khoe khoang sự vượt trội của mình,7,new_hsk,,,0,3,4,0,2,True
逞能,multi-character-word,chěng néng,khoe khoang kỹ năng hoặc khả năng của mình,7,new_hsk,,,0,3,3,0,2,True
速,single-character,sù,nhanh; tốc độ,4,char_dictionary,resolved,辵,14,10,10,0,0,False
速冻,multi-character-word,sù dòng,"Đông lạnh nhanh, cấp đông",1,boya,,,0,1,2,0,0,True
速度,multi-character-word,sù dù,tốc độ,"3,4","hsk,new_hsk",,,0,8,10,0,0,True
造,single-character,zào,xây dựng,"3,6","boya,new_hsk",resolved,辵,15,10,10,1,1,True
造价,multi-character-word,zào jià,giá xây dựng,7,new_hsk,,,0,4,4,0,2,True
造假,multi-character-word,zào jiǎ,làm giả,7,new_hsk,,,0,3,5,0,2,True
造型,multi-character-word,zào xíng,tạo hình; thiết kế,"4,6","hsk,new_hsk",,,0,2,3,0,0,True
造成,multi-character-word,zào chéng,gây ra,"3,5","hsk,new_hsk",,,0,4,10,1,0,True
造福,multi-character-word,zào fú,mang lại lợi ích,7,new_hsk,,,0,5,7,0,2,True
造纸术,multi-character-word,zào zhǐ shù,công nghệ làm giấy,7,new_hsk,,,0,3,4,0,3,True
逡,single-character,qūn,lùi lại (khỏi điều gì đó),7,char_dictionary,resolved,辵,1,0,2,0,0,False
逡巡,multi-character-word,qūn xún,"Chần chừ, do dự, đi đi lại lại (không quyết định)",7,boya,,,0,0,2,0,0,True
逢,single-character,féng,gặp,"6,7","boya,new_hsk",resolved,辵,2,5,10,0,1,True
逮,single-character,dài,bắt giữ,7,new_hsk,resolved,辵,1,4,10,0,1,True
逮捕,multi-character-word,dài bǔ,bắt giữ,"6,7","hsk,new_hsk",,,0,4,10,0,2,True
逸,single-character,yì,trốn thoát; nhàn nhã,7,char_dictionary,not-resolved,,1,3,6,0,0,False
逻,single-character,luó,tuần tra,5,char_dictionary,resolved,辵,2,8,10,0,0,False
逻辑,multi-character-word,luó jí,logic,"5,7","boya,hsk",,,0,5,6,0,2,True
逼,single-character,bī,cưỡng ép,6,new_hsk,resolved,辵,3,6,10,0,1,True
逼真,multi-character-word,bī zhēn,sống động,7,new_hsk,,,0,3,5,0,2,True
逼近,multi-character-word,bī jìn,tiếp cận,7,new_hsk,,,0,3,5,0,2,True
逼迫,multi-character-word,bī pò,ép buộc,7,new_hsk,,,0,0,3,0,0,True
逾,single-character,yú,biến thể của 逾[yu2],7,char_dictionary,resolved,辵,1,4,4,0,0,False
逾期,multi-character-word,yú qī,quá hạn,7,new_hsk,,,0,4,4,0,2,True
遂,single-character,suì,"Rồi, bèn, thế là; thuận lợi, đạt được",7,boya,resolved,辵,1,4,7,0,0,True
遂心,multi-character-word,suì xīn,theo ý muốn,7,new_hsk,,,0,4,5,0,2,True
遇,single-character,yù,gặp gỡ; sự gặp gỡ,4,new_hsk,resolved,辵,10,10,10,2,1,True
遇上,multi-character-word,yù shàng,gặp,7,new_hsk,,,0,3,5,0,2,True
遇到,multi-character-word,yù dào,gặp phải,"2,3,4","boya,hsk,new_hsk,yct",,,0,6,10,1,2,True
遇见,multi-character-word,yù jiàn,gặp; bắt gặp,3,new_hsk,,,0,1,1,1,0,True
遇险,multi-character-word,yù xiǎn,gặp nguy hiểm,7,new_hsk,,,0,4,5,0,2,True
遇难,multi-character-word,yù nàn,thiệt mạng,7,new_hsk,,,0,3,4,0,2,True
遍,single-character,biàn,lần,"2,3,4,6","boya,hsk,new_hsk",resolved,辵,3,10,10,1,0,True
遍地,multi-character-word,biàn dì,khắp nơi,6,new_hsk,,,0,3,4,0,2,True
遍布,multi-character-word,biàn bù,phổ biến khắp nơi,"6,7","hsk,new_hsk",,,0,4,6,0,2,True
遏,single-character,è,kiềm chế; ngăn chặn,6,char_dictionary,resolved,辵,1,3,4,0,0,False
遏制,multi-character-word,è zhì,kiềm chế,"6,7","hsk,new_hsk",,,0,3,4,0,2,True
遐,single-character,xiá,xa xôi; lâu dài,7,char_dictionary,resolved,辵,1,1,2,0,0,False
遐想,multi-character-word,xiá xiǎng,"Hư tưởng, mơ mộng hão huyền",4,boya,,,0,0,2,0,0,True
道,single-character,dào,loại (dùng để đếm tòa nhà hoặc câu hỏi),"1,2","boya,new_hsk",resolved,辵,15,10,10,4,1,True
道具,multi-character-word,dào jù,đạo cụ,"5,7","hsk,new_hsk",,,0,4,4,0,2,True
道听途说,multi-character-word,dào tīng tú shuō,"Nghe nói lung tung, nghe lỏm đường sá, tin đồn",3,boya,,,0,0,2,0,0,True
道德,multi-character-word,dào dé,đạo đức,"5,6","boya,hsk,new_hsk",,,0,6,10,0,2,True
道教,multi-character-word,dào jiào,Đạo giáo,"3,6","boya,new_hsk",,,0,4,6,0,2,True
道歉,multi-character-word,dào qiàn,xin lỗi,"4,6","hsk,new_hsk",,,0,10,10,0,2,True
道理,multi-character-word,dào li,lý lẽ,"2,5","boya,hsk,new_hsk",,,0,3,7,2,0,True
道谢,multi-character-word,dào xiè,"cảm ơn, bày tỏ lòng biết ơn",5,boya,,,0,0,3,0,0,True
道路,multi-character-word,dào lù,đường,2,new_hsk,,,0,7,10,1,2,True
遗,single-character,yí,(hình thức bị giới hạn) để lại,5,char_dictionary,resolved,辵,12,10,10,0,0,False
遗产,multi-character-word,yí chǎn,di sản,4,new_hsk,,,0,2,10,0,0,True
遗传,multi-character-word,yí chuán,di truyền,"4,6","boya,hsk,new_hsk",,,0,2,8,0,0,True
遗体,multi-character-word,yí tǐ,thi thể,7,new_hsk,,,0,4,5,0,2,True
遗嘱,multi-character-word,yí zhǔ,di chúc,7,new_hsk,,,0,0,2,0,2,True
遗址,multi-character-word,yí zhǐ,"di tích, phế tích",7,new_hsk,,,0,2,5,0,2,True
遗弃,multi-character-word,yí qì,bỏ rơi,7,new_hsk,,,0,3,5,0,2,True
遗忘,multi-character-word,yí wàng,quên,7,"boya,new_hsk",,,0,0,3,0,2,True
遗愿,multi-character-word,yí yuàn,di nguyện,7,new_hsk,,,0,4,4,0,2,True
遗憾,multi-character-word,yí hàn,hối tiếc,"2,5,6","boya,hsk,new_hsk",,,0,3,7,0,2,True
遗物,multi-character-word,yí wù,đồ vật của người đã khuất,7,new_hsk,,,0,1,2,0,2,True
遗留,multi-character-word,yí liú,để lại,"6,7","hsk,new_hsk",,,0,2,5,0,2,True
遛,single-character,liù,dạo chơi,7,new_hsk,resolved,辵,0,0,0,0,1,True
遣,single-character,qiǎn,(hình thức kết hợp) phái đi; gửi đi; (hình thức kết hợp) xua đuổi; giải tỏa,6,char_dictionary,resolved,辵,2,4,9,0,0,False
遥,single-character,yáo,(hình thức kết hợp) xa xôi; hẻo lánh,6,char_dictionary,resolved,辵,3,10,10,0,0,False
遥控,multi-character-word,yáo kòng,điều khiển từ xa,"6,7","hsk,new_hsk",,,0,4,8,0,2,True
遥远,multi-character-word,yáo yuǎn,xa xôi,"3,6,7","boya,hsk,new_hsk",,,0,4,5,0,2,True
遥遥无期,multi-character-word,yáo yáo wú qī,"xa xôi vô định, không biết bao giờ mới tới",8,boya,,,0,0,2,0,0,True
遭,single-character,zāo,"gặp tình cờ (thường là điều không may); lượng từ cho sự kiện: lần, lượt, sự cố",6,char_dictionary,resolved,辵,4,10,10,0,0,False
遭到,multi-character-word,zāo dào,gặp phải,6,"boya,new_hsk",,,0,10,10,0,2,True
遭受,multi-character-word,zāo shòu,chịu,6,"hsk,new_hsk",,,0,8,10,0,2,True
遭殃,multi-character-word,zāo yāng,chịu thảm họa,7,new_hsk,,,0,3,4,0,0,True
遭遇,multi-character-word,zāo yù,gặp phải,6,new_hsk,,,0,6,10,0,0,True
遮,single-character,zhē,che,"2,7","boya,new_hsk",resolved,辵,3,7,10,0,1,True
遮挡,multi-character-word,zhē dǎng,che chắn,6,hsk,,,0,4,4,0,2,True
遮掩,multi-character-word,zhē yǎn,"Che đậy, che giấu, che khuất",8,boya,,,0,0,2,0,0,True
遮盖,multi-character-word,zhē gài,che đậy,7,new_hsk,,,0,2,4,0,2,True
遵,single-character,zūn,tuân theo; nghe lời,5,char_dictionary,not-resolved,,3,8,10,0,0,False
遵守,multi-character-word,zūn shǒu,tuân thủ,5,"boya,hsk",,,0,5,10,0,2,True
遵循,multi-character-word,zūn xún,tuân thủ,"6,7","hsk,new_hsk",,,0,0,6,0,2,True
遵照,multi-character-word,zūn zhào,tuân theo,7,new_hsk,,,0,3,5,0,2,True
避,single-character,bì,tránh,"4,5","boya,new_hsk",resolved,辵,6,10,10,0,1,True
避免,multi-character-word,bì miǎn,tránh,"4,5","hsk,new_hsk",,,1,10,10,0,0,True
避暑,multi-character-word,bì shǔ,tránh nóng mùa hè,7,new_hsk,,,0,3,5,0,2,True
避难,multi-character-word,bì nàn,ẩn náu,7,new_hsk,,,0,3,4,0,2,True
邀,single-character,yāo,mời,7,new_hsk,resolved,辵,3,9,10,0,1,True
邀请,multi-character-word,yāo qǐng,mời,"4,5","boya,hsk,new_hsk",,,0,2,10,0,2,True
邃,single-character,suì,sâu; xa xăm,7,char_dictionary,resolved,穴,1,0,3,0,0,False
邑,single-character,yì,"Vùng đất, thành ấp, địa danh.",99,radicals_214,resolved,邑,0,0,0,0,0,False
那,single-character,nà,đó,"1,2,3,4","boya,hsk,new_hsk,yct",not-resolved,,11,10,10,4,0,True
那个,multi-character-word,nà ge,"cái đó, cái kia",1,new_hsk,,,0,1,10,4,0,True
那么,multi-character-word,nà me,vậy thì,"1,2","boya,new_hsk",,,0,1,10,2,2,True
那些,multi-character-word,nà xiē,những cái đó,1,new_hsk,,,0,0,10,2,2,True
那会儿,multi-character-word,nà huìr,tại thời điểm đó,2,new_hsk,,,0,0,0,0,3,True
那儿,multi-character-word,nàr,"ở đó, ở kia","1,2,3,4","boya,hsk,new_hsk,yct",,,0,3,3,4,0,True
那时候,multi-character-word,nà shí hòu,lúc đó,2,new_hsk,,,0,0,0,0,3,True
那样,multi-character-word,nà yàng,loại đó,2,new_hsk,,,0,0,3,0,2,True
那边,multi-character-word,nà biān,ở đó,1,new_hsk,,,0,0,4,0,2,True
那里,multi-character-word,nà li,ở đó,1,new_hsk,,,0,2,10,0,2,True
邦,single-character,bāng,(hình thức kết hợp) quốc gia; dân tộc,7,char_dictionary,not-resolved,,1,4,5,0,0,False
邪,single-character,xié,ác,7,new_hsk,not-resolved,,2,1,6,0,1,True
邪恶,multi-character-word,xié è,xấu xa,"4,7","boya,new_hsk",,,0,1,5,0,2,True
邮,single-character,yóu,bưu điện; bưu phẩm,3,char_dictionary,not-resolved,,9,10,10,0,0,False
邮件,multi-character-word,yóu jiàn,"thư tín, email",3,new_hsk,,,1,4,9,0,2,True
邮局,multi-character-word,yóu jú,bưu điện,"1,4","boya,hsk,new_hsk",,,0,2,2,0,2,True
邮政,multi-character-word,yóu zhèng,dịch vụ bưu chính,7,new_hsk,,,0,3,4,0,2,True
邮票,multi-character-word,yóu piào,tem,"1,3","boya,new_hsk",,,0,0,2,0,2,True
邮筒,multi-character-word,yóu tǒng,"Thùng thư, hòm thư công cộng",7,boya,,,0,0,2,0,0,True
邮箱,multi-character-word,yóu xiāng,hộp thư,3,new_hsk,,,0,0,0,0,2,True
邮编,multi-character-word,yóu biān,mã bưu điện,7,new_hsk,,,0,4,4,0,2,True
邻,single-character,lín,hàng xóm; gần kề,3,char_dictionary,not-resolved,,3,7,10,0,0,False
邻国,multi-character-word,lín guó,nước láng giềng,7,new_hsk,,,0,4,6,0,2,True
邻居,multi-character-word,lín jū,hàng xóm,"3,4,5","boya,hsk,new_hsk,yct",,,0,2,10,0,0,True
郁,single-character,yù,biến thể của 鬱|郁[yu4],6,char_dictionary,not-resolved,,4,10,10,0,0,False
郊,single-character,Jiāo,họ [Jiao1],4,char_dictionary,not-resolved,,3,9,10,0,0,False
郊区,multi-character-word,jiāo qū,ngoại ô,"2,4","boya,hsk",,,0,2,7,0,2,True
郊外,multi-character-word,jiāo wài,ngoại ô,7,new_hsk,,,0,3,6,0,2,True
郊游,multi-character-word,jiāo yóu,dã ngoại,7,new_hsk,,,0,4,4,0,2,True
郎,single-character,Láng,họ [Lang2],6,char_dictionary,not-resolved,,2,0,7,1,0,False
郑,single-character,Zhèng,nước Trịnh thời Chiến Quốc; họ [Zheng4],6,char_dictionary,not-resolved,,1,4,4,0,0,False
郑重,multi-character-word,zhèng zhòng,nghiêm túc,7,"boya,new_hsk",,,0,4,4,0,0,True
部,single-character,bù,quyển,"2,3,6","boya,new_hsk",not-resolved,,15,10,10,3,1,True
部件,multi-character-word,bù jiàn,bộ phận,7,new_hsk,,,0,4,4,0,2,True
部位,multi-character-word,bù wèi,bộ phận cơ thể,"5,6,8","boya,hsk,new_hsk",,,0,4,6,0,0,True
部分,multi-character-word,bù fen,phần,"1,2,4","boya,hsk,new_hsk",,,2,8,10,2,2,True
部署,multi-character-word,bù shǔ,triển khai,"6,7","hsk,new_hsk",,,0,2,4,0,2,True
部落,multi-character-word,bù luò,bộ lạc,4,boya,,,0,0,2,0,0,True
部长,multi-character-word,bù zhǎng,bộ trưởng,3,new_hsk,,,0,2,4,0,2,True
部门,multi-character-word,bù mén,"bộ phận, cơ quan","5,6","boya,hsk",,,0,7,10,0,2,True
部队,multi-character-word,bù duì,"đơn vị, quân đội",6,new_hsk,,,0,3,10,0,2,True
都,single-character,dōu,tất cả,"1,2,3,4","boya,hsk,new_hsk,yct",not-resolved,,4,10,10,4,0,True
都会,multi-character-word,dū huì,đại đô thị,"4,7","boya,new_hsk",,,0,0,10,0,2,True
都市,multi-character-word,dū shì,"thành phố, đô thị",6,new_hsk,,,0,5,5,0,2,True
鄙,single-character,bǐ,quê mùa; thấp hèn,6,char_dictionary,not-resolved,,2,3,6,0,0,False
鄙视,multi-character-word,bǐ shì,khinh thường,7,new_hsk,,,0,3,3,0,2,True
酉,single-character,yǒu,Rượu,99,radicals_214,resolved,酉,0,0,0,0,0,False
酌,single-character,zhuó,rót rượu; uống rượu,6,char_dictionary,resolved,酉,1,4,6,0,0,False
酌情,multi-character-word,zhuó qíng,hành động theo tình hình,7,new_hsk,,,0,3,5,0,2,True
配,single-character,pèi,phù hợp,3,new_hsk,resolved,酉,10,10,10,0,1,True
配件,multi-character-word,pèi jiàn,phụ kiện,7,new_hsk,,,0,4,5,0,2,True
配偶,multi-character-word,pèi'ǒu,vợ/chồng,"6,7","hsk,new_hsk",,,0,0,0,0,2,True
配合,multi-character-word,pèi hé,phối hợp,"3,5","hsk,new_hsk",,,0,3,10,0,0,True
配备,multi-character-word,pèi bèi,được trang bị,"5,6","hsk,new_hsk",,,0,1,5,0,2,True
配置,multi-character-word,pèi zhì,sắp xếp,6,new_hsk,,,0,5,5,0,2,True
配送,multi-character-word,pèi sòng,giao hàng,7,new_hsk,,,0,7,5,0,2,True
配音,multi-character-word,pèi yīn,lồng tiếng,7,new_hsk,,,0,2,3,0,2,True
酒,single-character,jiǔ,rượu,"1,2,3","boya,new_hsk",resolved,水,15,10,10,0,1,True
酒吧,multi-character-word,jiǔ bā,quán bar,"1,4,5","boya,hsk,new_hsk",,,0,1,1,0,2,True
酒家,multi-character-word,jiǔ jiā,"nhà hàng, quán rượu",5,boya,,,0,0,2,0,0,True
酒店,multi-character-word,jiǔ diàn,khách sạn,2,new_hsk,,,0,5,10,0,2,True
酒楼,multi-character-word,jiǔ lóu,quán rượu,7,new_hsk,,,0,2,4,0,2,True
酒水,multi-character-word,jiǔ shuǐ,đồ uống có cồn,"2,6","boya,new_hsk",,,0,4,4,0,2,True
酒窝,multi-character-word,jiǔ wō,Lúm đồng tiền,6,hsk,,,0,0,0,0,0,True
酒精,multi-character-word,jiǔ jīng,cồn,"6,7","hsk,new_hsk",,,0,2,8,0,2,True
酒鬼,multi-character-word,jiǔ guǐ,bợm nhậu,5,new_hsk,,,0,0,0,0,2,True
酗,single-character,xù,say rượu,6,char_dictionary,not-resolved,,1,3,4,0,0,False
酗酒,multi-character-word,xù jiǔ,uống rượu quá mức,"6,7","hsk,new_hsk",,,0,3,4,0,2,True
酝,single-character,yùn,ủ,6,char_dictionary,resolved,酉,1,4,4,0,0,False
酝酿,multi-character-word,yùn niàng,"đang ủ, đang hình thành","6,7","hsk,new_hsk",,,0,4,4,0,2,True
酣,single-character,hān,say sưa,7,char_dictionary,resolved,酉,2,3,8,0,0,False
酣畅,multi-character-word,hān chàng,vui vẻ,7,new_hsk,,,0,3,5,0,2,True
酣睡,multi-character-word,hān shuì,ngủ say,7,"boya,new_hsk",,,0,0,3,0,2,True
酥,single-character,sū,bơ,7,new_hsk,resolved,禾,0,1,1,0,1,True
酬,single-character,chóu,biến thể cũ của 酬[chou2],6,char_dictionary,resolved,酉,2,4,9,0,0,False
酱,single-character,jiàng,nước sốt,6,new_hsk,resolved,酉,2,6,9,0,1,True
酱油,multi-character-word,jiàng yóu,nước tương,"2,3,5,6","boya,hsk,new_hsk",,,0,0,4,0,2,True
酵,single-character,jiào,men; chất gây nở; quá trình lên men,7,char_dictionary,resolved,酉,1,3,4,0,0,False
酷,single-character,kù,ngầu,"3,6,8","boya,new_hsk",resolved,酉,5,8,10,0,1,True
酷似,multi-character-word,kù sì,rất giống,7,new_hsk,,,0,0,1,0,2,True
酷热,multi-character-word,kù rè,"nóng bức gay gắt, oi ả",7,boya,,,0,0,2,0,0,True
酸,single-character,suān,chua,"2,4","boya,hsk,new_hsk",not-resolved,,5,8,10,0,1,True
酸奶,multi-character-word,suān nǎi,"sữa chua, kefir",4,new_hsk,,,0,0,3,0,2,True
酸性,multi-character-word,suān xìng,"tính axit, có tính axit",3,boya,,,0,0,2,0,0,True
酸甜苦辣,multi-character-word,suān tián kǔ là,"chua, ngọt, đắng và cay",5,new_hsk,,,0,0,3,0,4,True
酿,single-character,niàng,lên men; nấu rượu,6,char_dictionary,resolved,酉,2,6,8,0,0,False
酿造,multi-character-word,niàng zào,nấu bia,7,new_hsk,,,0,2,3,0,2,True
醇,single-character,chún,cồn; rượu có nồng độ cồn cao,7,char_dictionary,not-resolved,,1,3,4,0,0,False
醇厚,multi-character-word,chún hòu,đậm đà,7,new_hsk,,,0,3,4,0,2,True
醉,single-character,zuì,say rượu,"1,5","boya,hsk,new_hsk",resolved,酉,3,9,10,0,1,True
醋,single-character,cù,giấm,"2,3,4,5,6","boya,hsk,new_hsk",not-resolved,,0,2,4,0,1,True
醒,single-character,xǐng,tỉnh giấc,"2,4,6,7","boya,hsk,new_hsk,yct",resolved,酉,10,10,10,1,1,True
醒悟,multi-character-word,xǐng wù,tỉnh ngộ,7,new_hsk,,,0,2,4,0,2,True
醒来,multi-character-word,xǐng lái,thức dậy,7,new_hsk,,,0,3,4,1,2,True
醒目,multi-character-word,xǐng mù,bắt mắt,7,new_hsk,,,0,4,5,0,2,True
釆,single-character,biàn,"Phân biệt rõ, biện biệt",99,radicals_214,resolved,釆,0,0,0,0,0,False
采,single-character,cǎi,thu hái,"6,7","boya,new_hsk",resolved,爪,11,10,10,0,1,True
采取,multi-character-word,cǎi qǔ,thực hiện,"3,5","hsk,new_hsk",,,0,1,10,0,0,True
采用,multi-character-word,cǎi yòng,sử dụng,"3,5,6","boya,hsk,new_hsk",,,0,0,5,0,2,True
采矿,multi-character-word,cǎi kuàng,khai thác mỏ,7,new_hsk,,,0,5,4,0,2,True
采纳,multi-character-word,cǎi nà,chấp nhận,6,"hsk,new_hsk",,,0,1,5,0,2,True
采访,multi-character-word,cǎi fǎng,phỏng vấn,"3,4,5","boya,hsk,new_hsk",,,0,3,6,0,2,True
采购,multi-character-word,cǎi gòu,mua sắm,6,hsk,,,0,0,2,0,2,True
采集,multi-character-word,cǎi jí,thu thập,7,new_hsk,,,0,3,6,0,0,True
释,single-character,shì,giải thích; phóng thích,4,char_dictionary,resolved,釆,4,9,10,0,0,False
释放,multi-character-word,shì fàng,giải phóng,"5,7","hsk,new_hsk",,,0,6,5,0,2,True
里,single-character,lǐ,trong,"1,3","boya,hsk,new_hsk,yct",resolved,里,15,10,10,4,1,True
里头,multi-character-word,lǐ tou,bên trong,2,new_hsk,,,0,0,0,0,2,True
里程碑,multi-character-word,lǐ chéng bēi,cột mốc,7,new_hsk,,,0,0,3,0,0,True
