word,hsk,charCount,pinyin,meaningShortVi,meaningFullVi,compounds,collocations,collocationsWithSentences,linkedCollocationSentences,sentences,grammar,reviewedRelations,candidateRelations,oldStatus,newStatus
黑板,2,2,hēi bǎn,bảng đen,bảng đen,0,1,1,2,2,1,1,0,PASS,PASS
黑色,2,2,hēi sè,màu đen,hắc sắc,0,1,0,0,3,2,0,0,PASS,PASS
鼓励,2,2,gǔ lì,khuyến khích,"khuyến khích, động viên, cổ vũ",0,0,0,0,4,2,0,0,PASS,PASS
鼻子,1,2,bí zi,mũi,mũi (cơ quan khứu giác); lỗ (phần có lỗ lộ ra ngoài của vật dụng),1,2,0,0,4,1,0,0,PASS,PASS
一下子,2,3,yī xià zi,bất thình lình,"bất thình lình, đột ngột, lúc nào đó, một lúc",0,4,2,3,5,1,0,0,PASS,PASS
一会儿,1,3,yī huìr ,một lát,"một lát, một chốc, một lúc",0,0,0,0,9,6,1,2,PASS,PASS
一块儿,2,3,yī kuàir ,Cùng nhau,"Cùng nhau, cùng một chỗ",0,0,0,0,2,1,0,2,PASS,PASS
一方面,3,3,yī fāng miàn,một mặt,một mặt; một khía cạnh; xét về một phương diện,1,2,0,0,2,1,0,0,PASS,PASS
一点儿,1,3,yì diǎnr,một chút,"một chút, một ít",0,0,0,0,7,10,0,4,PASS,PASS
一点点,2,3,yī diǎn diǎn,một chút,"một chút, một xíu",0,2,0,0,2,1,0,4,PASS,PASS
一部分,2,3,yī bù fen,một phần,một bộ phần,0,1,1,1,4,2,0,0,PASS,PASS
上年纪,3,3,shàng nián ji,có tuổi,"có tuổi, lớn tuổi",0,0,0,0,0,1,0,0,PASS,PASS
不一定,2,3,bù yī dìng,không nhất thiết,không nhất thiết,0,2,0,0,2,1,0,1,PASS,PASS
不客气,1,3,bù kè qi,không có chi,"không có chi, đừng khách sáo",0,0,0,0,5,1,0,0,PASS,PASS
不尽然,3,3,bù jìn rán,không hẳn là vậy,"không hẳn là vậy, chưa chắc đã vậy",0,0,0,0,2,1,0,0,PASS,PASS
不得不,3,3,bù dé bù,không còn lựa chọn nào khác,"không thể không, buộc phải",0,0,0,0,0,2,0,0,PASS,PASS
不用谢,1,3,bú yòng xiè,không có gì (đáp lại lời cảm ơn),không có gì (đáp lại lời cảm ơn),0,0,0,0,2,1,0,0,PASS,PASS
不由得,3,3,bù yóu de,không thể không,"không thể không,不由自主",0,0,0,0,4,2,0,0,PASS,PASS
世界杯,3,3,Shì jiè bēi,Cúp thế giới,"World Cup; giải đấu thể thao quy mô toàn cầu, thường chỉ Giải vô địch bóng đá thế giới",0,2,0,0,2,1,0,0,PASS,PASS
中国人,1,3,zhōng guó rén,người Trung Quốc,"Người Trung Quốc, người nước Trung Hoa",0,0,0,0,8,7,0,0,PASS,PASS
中学生,1,3,zhōng xué shēng,học sinh trung học,học sinh trung học,0,0,0,0,3,1,0,0,PASS,PASS
中小学,2,3,zhōng xiǎo xué,trường tiểu học và trung học cơ sở,trường tiểu học và trung học cơ sở,0,0,0,0,2,1,0,0,PASS,PASS
中药铺,3,3,zhōng yào pù,Tiệm thuốc Bắc,"Tiệm thuốc Bắc, hiệu thuốc Đông y",0,0,0,0,2,1,0,0,PASS,PASS
为什么,1,3,wèi shén me,tại sao,tại sao,0,2,0,0,4,4,0,0,PASS,PASS
了不起,2,3,liǎo bu qǐ,tuyệt vời,tuyệt vời,0,0,0,0,0,1,0,2,PASS,PASS
事实上,3,3,shì shí shàng,trên thực tế,trên thực tế; thực ra là,0,2,0,0,2,1,0,0,PASS,PASS
互联网,3,3,hù lián wǎng,Internet,"Internet, mạng lưới toàn cầu; kết nối mạng",0,0,0,0,1,1,0,0,PASS,PASS
交响乐,3,3,jiāo xiǎng yuè,giao hưởng,nhạc giao hưởng,0,2,1,1,3,1,0,0,PASS,PASS
交朋友,2,3,jiāo péng yǒu,kết bạn,kết bạn,0,0,0,0,1,1,0,0,PASS,PASS
人民币,3,3,rén mín bì,nhân dân tệ,đồng tiền Nhân dân tệ (tiền Trung Quốc),0,0,0,0,2,1,0,0,PASS,PASS
人类学,3,3,rén lèi xué,Nhân chủng học,Nhân chủng học,0,0,0,0,2,1,0,0,PASS,PASS
什么样,2,3,shén me yàng,loại gì?,loại gì,0,2,1,1,3,2,0,0,PASS,PASS
代表团,3,3,dài biǎo tuán,phái đoàn,"phái đoàn, đoàn đại biểu",0,2,0,0,2,1,0,0,PASS,PASS
价值观,3,3,jià zhí guān,giá trị,giá trị,0,0,0,0,0,1,0,1,PASS,PASS
伊斯兰,3,3,Yī sī lán,Hồi giáo,Hồi giáo,0,0,0,0,2,1,0,0,PASS,PASS
体育场,2,3,tǐ yù chǎng,sân vận động,sân vận động,0,1,0,0,1,1,0,1,PASS,PASS
体育迷,3,3,tǐ yù mí,người hâm mộ thể thao,"người hâm mộ thể thao, fan thể thao",0,0,0,0,2,1,0,0,PASS,PASS
体育馆,2,3,tǐ yù guǎn,sân vận động,nhà thi đấu,0,2,0,0,2,1,0,1,PASS,PASS
俄罗斯,1,3,É luó sī,Nga,Nga,1,0,0,0,2,1,0,0,PASS,PASS
信用卡,2,3,xìn yòng kǎ,thẻ tín dụng,thẻ tín dụng,0,1,0,0,0,1,0,0,PASS,PASS
停车场,2,3,tíng chē chǎng,bãi đậu xe,bãi đậu xe,0,1,0,0,2,1,0,0,PASS,PASS
充电宝,3,3,chōng diàn bǎo,sạc dự phòng,sạc dự phòng,0,0,0,0,0,1,0,0,PASS,PASS
公交车,2,3,gōng jiāo chē,xe buýt,xe buýt,0,2,0,0,3,2,0,2,PASS,PASS
公务员,3,3,gōng wù yuán,công chức,"công chức, nhân viên nhà nước",0,2,0,0,2,1,0,0,PASS,PASS
冰淇淋,1,3,bīng qí lín,Kem,Kem,0,0,0,0,2,1,0,0,PASS,PASS
出乱子,3,3,chū luàn zi,xảy ra chuyện lộn xộn,"xảy ra chuyện lộn xộn, gây rắc rối",0,0,0,0,2,1,0,0,PASS,PASS
出租车,1,3,chū zū chē,taxi,taxi,0,2,1,2,4,3,0,0,PASS,PASS
出远门,3,3,chū yuǎn mén,Đi xa,"Đi xa, đi xa nhà",0,0,0,0,2,1,0,0,PASS,PASS
别客气,1,3,bié kè qi,Đừng khách sáo,"Đừng khách sáo, đừng ngại",0,0,0,0,2,1,0,0,PASS,PASS
办公室,2,3,bàn gōng shì,văn phòng,văn phòng,0,2,0,0,4,3,0,0,PASS,PASS
动物园,2,3,dòng wù yuán,sở thú,sở thú,0,2,1,1,2,1,0,0,PASS,PASS
十字架,3,3,shí zì jià,thập tự giá,"thập tự giá, thánh giá",0,0,0,0,2,1,0,0,PASS,PASS
卫生间,1,3,wèi shēng jiān,nhà vệ sinh,"nhà vệ sinh, toilet; phòng tắm",0,2,0,0,2,1,0,1,PASS,PASS
双胞胎,2,3,shuāng bāo tāi,sinh đôi,Nghĩa của 双胞胎,0,0,0,0,3,1,0,0,PASS,PASS
发脾气,2,3,fā pí qì,nổi giận,"phát tỳ khí — nổi giận, bùng phát cơn giận; thường chỉ sự bộc phát cảm xúc ra bên ngoài không kiềm được.",0,3,1,1,4,1,0,1,PASS,PASS
同义词,3,3,tóng yì cí,Từ đồng nghĩa,Từ đồng nghĩa,0,0,0,0,2,1,0,0,PASS,PASS
吹口哨,3,3,chuī kǒu shào,huýt sáo,huýt sáo,0,0,0,0,2,1,0,0,PASS,PASS
哈尔滨,1,3,Hā ěr bīn,Cáp Nhĩ Tân (thành phố ở Trung Quốc),Cáp Nhĩ Tân (thành phố ở Trung Quốc),0,0,0,0,2,1,0,0,PASS,PASS
哲学家,2,3,zhé xué jiā,Nhà triết học,Nhà triết học.,0,0,0,0,2,1,0,0,PASS,PASS
售货员,1,3,shòu huò yuán,nhân viên bán hàng,nhân viên bán hàng,0,0,0,0,2,1,0,0,PASS,PASS
图书馆,1,3,tú shū guǎn,thư viện,thư viện,0,2,0,0,6,5,0,0,PASS,PASS
圣诞节,1,3,Shèng dàn jié,Giáng sinh,Giáng sinh,0,0,0,0,0,1,0,0,PASS,PASS
地铁站,2,3,dì tiě zhàn,ga tàu điện ngầm,địa thiết trạm,0,2,0,0,3,1,0,0,PASS,PASS
基本上,3,3,jī běn shang,về cơ bản,về cơ bản; căn bản; nói chung là,0,2,0,0,2,1,0,0,PASS,PASS
基督徒,3,3,jī dū tú,tín đồ Cơ Đốc giáo,"tín đồ Cơ Đốc giáo, tín đồ Thiên Chúa giáo",0,0,0,0,2,1,0,0,PASS,PASS
基督教,3,3,jī dū jiào,Cơ Đốc giáo,Cơ Đốc giáo; Kitô giáo (tôn giáo dựa trên giáo lý của Chúa Giê-su),0,3,1,1,4,1,0,0,PASS,PASS
大使馆,3,3,dà shǐ guǎn,đại sứ quán,Đại sứ quán,0,2,0,0,2,1,0,0,PASS,PASS
大多数,2,3,dà duō shù,đại đa số,đại đa số,1,2,1,1,3,1,0,0,PASS,PASS
大学生,1,3,dà xué shēng,sinh viên đại học,sinh viên,0,2,0,0,2,1,0,0,PASS,PASS
大熊猫,3,3,dà xióng māo,Gấu trúc lớn,Gấu trúc lớn,0,0,0,0,0,0,0,0,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
大理石,3,3,dà lǐ shí,đá cẩm thạch,"đá cẩm thạch, đá hoa cương",0,0,0,0,2,1,0,0,PASS,PASS
大自然,2,3,dà zì rán,thiên nhiên,đại tự nhiên,0,1,0,0,3,1,0,0,PASS,PASS
大部分,1,3,dà bù fen,phần lớn,"phần lớn, đại đa số",0,2,0,0,3,2,0,0,PASS,PASS
太极拳,1,3,tài jí quán,Thái Cực Quyền,Thái Cực Quyền,0,2,0,0,4,1,0,0,PASS,PASS
奥运会,3,3,Ào yùn huì,Thế vận hội,Thế vận hội Olympic,0,2,0,0,3,1,0,0,PASS,PASS
女朋友,1,3,nǚ péng you,bạn gái,bạn gái,0,3,0,0,4,1,0,0,PASS,PASS
好好儿,1,3,hǎo hāor ,tử tế,"tử tế, cẩn thận, cho tốt, đàng hoàng",0,0,0,0,2,1,0,0,PASS,PASS
好玩儿,1,3,hǎo wánr,vui,"vui, thú vị",0,0,0,0,0,1,1,1,PASS,PASS
学生证,2,3,xué shēng zhèng,Thẻ học sinh,Thẻ học sinh/sinh viên,0,0,0,0,2,1,0,0,PASS,PASS
实际上,3,3,shí jì shàng,thực tế,"thực tế, trên thực tế",0,0,0,0,0,1,0,2,PASS,PASS
实验室,3,3,shí yàn shì,phòng thí nghiệm,phòng thí nghiệm,0,2,1,1,2,1,0,0,PASS,PASS
室内乐,3,3,shì nèi yuè,nhạc thính phòng,nhạc thính phòng,0,0,0,0,2,1,0,0,PASS,PASS
家常菜,2,3,jiā cháng cài,món ăn gia đình,"món ăn gia đình, món ăn thường ngày",0,0,0,0,2,1,0,0,PASS,PASS
对不起,1,3,duì bu qǐ,tôi xin lỗi,xin lỗi,0,0,0,0,6,2,0,0,PASS,PASS
小儿科,3,3,xiǎo ér kē,Chuyện vặt,"Chuyện vặt, chuyện trẻ con; khoa nhi (nghĩa đen)",0,0,0,0,2,1,0,0,PASS,PASS
小学生,1,3,xiǎo xué shēng,học sinh tiểu học,học sinh tiểu học,0,2,0,0,2,1,0,0,PASS,PASS
小孩儿,2,3,xiǎo háir,trẻ con,trẻ con; đứa trẻ,0,0,0,0,0,1,0,0,PASS,PASS
小提琴,3,3,xiǎo tí qín,vĩ cầm,"Tiểu đề cầm — đàn violin (vĩ cầm); nhạc cụ dây được kéo bằng cung, thuộc bộ dây trong dàn nhạc giao hưởng. 小 (nhỏ) để phân biệt với 大提琴 (cello — đại đề cầm).",0,3,0,0,4,1,0,0,PASS,PASS
小时候,2,3,xiǎo shí hou,Hồi nhỏ,hồi nhỏ,0,2,0,0,3,2,0,0,PASS,PASS
小朋友,1,3,xiǎo péng you,bé trai hoặc bé gái,"bé, đứa trẻ (xưng hô thân mật)",0,0,0,0,4,2,0,0,PASS,PASS
工作日,3,3,gōng zuò rì,ngày làm việc,ngày làm việc,0,0,0,0,0,0,0,0,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
工程师,3,3,gōng chéng shī,kỹ sư,kỹ sư,0,2,0,0,2,1,0,0,PASS,PASS
巧克力,1,3,qiǎo kè lì,sô cô la,sô cô la,0,0,0,0,0,1,0,0,PASS,PASS
差不多,1,3,chà bu duō,gần như,gần như; hầu như,0,1,1,3,5,4,0,0,PASS,PASS
干什么,1,3,gàn shén me,làm gì?,làm gì,0,2,0,0,3,1,0,1,PASS,PASS
幼儿园,2,3,yòu'ér yuán,nhà trẻ,"nhà trẻ, mầm non",0,3,0,0,4,1,0,0,PASS,PASS
广告栏,2,3,guǎng gào lán,Bảng quảng cáo,"Bảng quảng cáo, cột quảng cáo",0,0,0,0,2,1,0,0,PASS,PASS
康乃馨,3,3,kāng nǎi xīn,hoa cẩm chướng,hoa cẩm chướng,0,0,0,0,2,1,0,0,PASS,PASS
开玩笑,1,3,kāi wán xiào,đùa cợt,"đùa cợt, nói đùa",0,3,1,1,4,1,0,0,PASS,PASS
德国人,2,3,dé guó rén,Người Đức,Người Đức,0,0,0,0,2,1,0,0,PASS,PASS
心脏病,3,3,xīn zàng bìng,bệnh tim,bệnh tim,0,0,0,0,0,1,0,0,PASS,PASS
忍不住,2,3,rěn bu zhù,không thể chịu nổi,không thể chịu nổi; không kìm lòng được,0,3,1,1,3,1,0,0,PASS,PASS
志愿者,3,3,zhì yuàn zhě,tình nguyện viên,Tình nguyện viên,0,3,1,1,3,1,0,0,PASS,PASS
怎么了,2,3,zěn me le,bị làm sao,bị làm sao; sao thế,0,0,0,0,0,1,0,0,PASS,PASS
怎么办,2,3,zěn me bàn,làm thế nào?,làm thế nào,0,2,0,0,2,1,0,0,PASS,PASS
怎么样,1,3,zěn me yàng,Thế nào?,Thế nào,1,2,1,1,10,8,0,0,PASS,PASS
恨不得,3,3,hèn bu de,mong muốn,"ước ao đến mức bực bội vì không làm được — 'giá mà có thể', 'chỉ muốn', diễn đạt mong muốn cháy bỏng kèm sự tiếc nuối hoặc bất lực",0,2,1,1,4,1,0,1,PASS,PASS
感兴趣,1,3,gǎn xìng qù,quan tâm đến,quan tâm đến,0,2,2,3,5,4,0,0,PASS,PASS
成绩单,2,3,chéng jì dān,Bảng điểm,"Bảng điểm, phiếu báo kết quả học tập.",0,0,0,0,2,1,0,0,PASS,PASS
打交道,3,3,dǎ jiāo dao,liên lạc,"liên lạc, giao thiệp",0,2,0,0,4,1,0,2,PASS,PASS
打哈欠,3,3,dǎ hā qian,Ngáp,Ngáp,0,0,0,0,2,1,0,0,PASS,PASS
打喷嚏,3,3,dǎ pēn tì,hắt hơi,hắt hơi,0,2,0,0,4,1,0,0,PASS,PASS
打官司,3,3,dǎ guān sī,kiện,"kiện (đổ lỗi, kiện tụng)",0,1,1,3,4,1,0,0,PASS,PASS
打招呼,3,3,dǎ zhāo hu,chào hỏi,chào hỏi,0,2,0,0,4,1,0,0,PASS,PASS
打电话,1,3,dǎ diàn huà,gọi điện thoại,"gọi điện thoại, gọi vào số máy",0,3,0,0,9,6,0,0,PASS,PASS
打篮球,2,3,dǎ lánqiú,chơi bóng rổ,chơi bóng rổ,0,0,0,0,8,6,0,0,PASS,PASS
接下来,2,3,jiē xià lái,tiếp theo,tiếp hạ lai,0,2,0,0,2,1,0,0,PASS,PASS
推销员,2,3,tuī xiāo yuán,Nhân viên tiếp thị,"Nhân viên tiếp thị, nhân viên bán hàng, người bán dạo.",0,0,0,0,2,1,0,0,PASS,PASS
收音机,3,3,shōu yīn jī,máy thu thanh,"máy thu thanh, radio",0,2,1,1,1,1,0,0,PASS,PASS
教学楼,1,3,jiào xué lóu,tòa nhà dạy học,tòa nhà giảng đường,0,0,0,0,3,1,0,0,PASS,PASS
敬老院,2,3,jìng lǎo yuàn,viện dưỡng lão,viện dưỡng lão,0,0,0,0,2,1,0,0,PASS,PASS
新加坡,3,3,Xīn jiā pō,Singapore,Singapore,0,0,0,0,2,1,0,0,PASS,PASS
方便面,2,3,fāng biàn miàn,mì ăn liền,phương tiện diện,0,1,0,0,1,1,0,0,PASS,PASS
旅行社,2,3,lǚ xíng shè,công ty du lịch,công ty du lịch,0,2,0,0,2,1,0,0,PASS,PASS
明信片,1,3,míng xìn piàn,bưu thiếp,bưu thiếp,0,2,0,0,4,1,0,0,PASS,PASS
星期一,1,3,xīng qī yī,thứ Hai,thứ Hai,0,0,0,0,1,3,0,0,PASS,PASS
星期三,1,3,xīng qī sān,thứ Tư,thứ Tư,0,0,0,0,5,4,0,0,PASS,PASS
星期二,1,3,xīng qī èr,thứ Ba,thứ Ba,0,0,0,0,0,1,0,0,PASS,PASS
星期五,1,3,xīng qī wǔ,thứ Sáu,thứ Sáu,0,0,0,0,1,3,0,0,PASS,PASS
星期六,1,3,xīng qī liù,thứ Bảy,thứ Bảy,0,0,0,0,1,2,0,0,PASS,PASS
星期四,1,3,xīng qī sì,thứ Năm,thứ Năm,0,0,0,0,1,2,0,0,PASS,PASS
星期天,1,3,xīng qī tiān,Chủ nhật,Chủ nhật (ngày nghỉ cuối tuần),0,3,1,1,4,1,0,1,PASS,PASS
星期日,1,3,xīng qī rì,Chủ nhật,Chủ nhật (ngày thứ bảy trong tuần),0,3,1,1,4,1,0,1,PASS,PASS
是不是,1,3,shì bu shì,có phải không?,có phải không?; phải không?; liệu có,0,2,1,3,7,2,0,0,PASS,PASS
普通话,2,3,pǔ tōng huà,tiếng phổ thông,tiếng phổ thông,0,1,1,2,2,1,0,0,PASS,PASS
曼哈顿,3,3,màn hā dùn,Manhattan (một quận của New York),Manhattan (một quận của New York),0,0,0,0,2,1,0,0,PASS,PASS
有味儿,2,3,yǒu wèir ,Có mùi vị (thơm ngon),"Có mùi vị (thơm ngon), có hương vị",0,0,0,0,2,1,0,0,PASS,PASS
有意义,3,3,yǒu yì yì,Có ý nghĩa,Có ý nghĩa,0,0,0,0,2,1,0,0,PASS,PASS
有意思,1,3,yǒu yì si,thú vị,"thú vị, hay",0,2,1,3,6,5,0,0,PASS,PASS
有时候,1,3,yǒu shí hou,đôi khi,"đôi khi, thỉnh thoảng, có lúc",0,2,0,0,5,1,0,1,PASS,PASS
有点儿,1,3,yǒu diǎnr,hơi,"hơi, có chút",0,0,0,0,8,8,1,0,PASS,PASS
有的是,3,3,yǒu de shì,có nhiều hơn đủ,có rất nhiều; ẩn dư; còn nhiều lắm,0,2,0,0,2,1,0,0,PASS,PASS
服务台,3,3,fú wù tái,quầy lễ tân,quầy lễ tân; quầy phục vụ,0,0,0,0,0,1,0,0,PASS,PASS
服务员,1,3,fúwùyuán,nhân viên phục vụ,"nhân viên phục vụ, phục vụ viên",0,0,0,0,3,1,0,0,PASS,PASS
来不及,2,3,lái bu jí,không đủ thời gian,không kịp,0,0,0,0,5,2,0,0,PASS,PASS
比一比,3,3,bǐ yī bǐ,so sánh,"so sánh, so sánh (vếng)",0,0,0,0,3,1,0,1,PASS,PASS
比如说,2,3,bǐ rú shuō,ví dụ như,tỷ như thuyết,0,2,0,0,2,1,0,0,PASS,PASS
比方说,3,3,bǐ fang shuō,Ví dụ,"Ví dụ, chẳng hạn",0,0,0,0,2,1,0,3,PASS,PASS
没什么,1,3,méi shén me,không có gì,"không có gì đặc biệt, không sao",0,3,0,0,5,1,0,0,PASS,PASS
没关系,1,3,méi guān xi,không sao,"không sao, không có gì",0,1,0,0,6,2,0,1,PASS,PASS
没意思,1,3,méi yì si,chán,"chán, không thú vị",0,2,1,1,5,2,0,0,PASS,PASS
没意见,1,3,méi yì jiàn,Không có ý kiến gì,"Không có ý kiến gì, đồng ý",0,0,0,0,2,1,0,0,PASS,PASS
没问题,1,3,méi wèn tí,không vấn đề gì,"không vấn đề gì, được thôi",0,0,0,0,2,1,0,0,PASS,PASS
洗手间,1,3,xǐ shǒu jiān,nhà vệ sinh,nhà vệ sinh,0,2,1,1,3,1,0,1,PASS,PASS
洗衣机,2,3,xǐ yī jī,máy giặt,máy giặt,0,2,1,1,3,1,0,0,PASS,PASS
滚雪球,3,3,gǔn xuě qiú,lăn cầu tuyết (ý nói sự việc ngày càng lớn,"lăn cầu tuyết (ý nói sự việc ngày càng lớn, tích tụ dần)",0,0,0,0,2,1,0,0,PASS,PASS
演唱会,3,3,yǎn chàng huì,buổi hòa nhạc,"Buổi hòa nhạc, buổi biểu diễn nhạc",0,2,0,0,2,1,0,1,PASS,PASS
火车站,1,3,huǒ chē zhàn,ga xe lửa,"ga xe lửa, nhà ga; nơi tàu hỏa dừng và đón trả khách",0,2,1,1,3,1,0,0,PASS,PASS
照相机,3,3,zhào xiàng jī,máy ảnh,"Máy ảnh là thiết bị dùng để chụp ảnh, ghi lại hình ảnh vật thể qua ống kính.",0,2,0,0,3,1,0,1,PASS,PASS
爱情片,2,3,ài qíng piàn,phim tình cảm,phim tình cảm,0,0,0,0,1,2,0,0,PASS,PASS
牛仔裤,2,3,niú zǎi kù,quần jean,quần jean,0,2,0,0,4,1,0,0,PASS,PASS
玩意儿,3,3,wán yìr ,đồ chơi,"đồ chơi, thứ hay ho",0,0,0,0,2,1,0,1,PASS,PASS
玫瑰花,3,3,méiguīhuā,hoa hồng,"bông hồng, hoa hồng",0,0,0,0,3,1,0,0,PASS,PASS
班主任,2,3,bān zhǔ rèn,giáo viên chủ nhiệm,giáo viên chủ nhiệm,0,2,0,0,4,1,0,0,PASS,PASS
生产力,3,3,shēng chǎn lì,Sức sản xuất,"Sức sản xuất, năng suất lao động",0,0,0,0,2,1,0,0,PASS,PASS
电子书,3,3,diàn zǐ shū,sách điện tử,sách điện tử,0,0,0,0,0,1,0,0,PASS,PASS
电影院,1,3,diàn yǐng yuàn,rạp chiếu phim,"rạp chiếu phim, rạp phim",0,3,0,0,5,2,0,0,PASS,PASS
电视剧,1,3,diàn shì jù,phim truyền hình,Phim truyền hình,0,1,0,0,2,1,0,1,PASS,PASS
电视台,3,3,diàn shì tái,đài truyền hình,đài truyền hình,0,0,0,0,0,1,0,0,PASS,PASS
电视机,1,3,diàn shì jī,TV,TV,0,2,1,1,3,1,0,1,PASS,PASS
男孩儿,2,3,nán háir,bé trai,bé trai; con trai,0,0,0,0,0,1,0,0,PASS,PASS
男孩子,1,3,nán hái zi,cậu bé,"cậu bé, đứa con trai",0,3,0,0,4,1,0,0,PASS,PASS
男朋友,1,3,nán péng you,bạn trai,bạn trai (người yêu nam),0,2,0,0,3,2,0,0,PASS,PASS
留学生,1,3,liú xué shēng,du học sinh,du học sinh,0,0,0,0,2,1,0,0,PASS,PASS
畜牧业,3,3,xù mù yè,Chăn nuôi,Chăn nuôi,0,0,0,0,2,1,0,0,PASS,PASS
疗养院,3,3,liáo yǎng yuàn,viện điều dưỡng,"viện điều dưỡng, nhà an dưỡng",0,0,0,0,2,1,0,0,PASS,PASS
白日梦,3,3,bái rì mèng,giấc mơ ban ngày,"giấc mơ ban ngày, mơ mộng hão huyền",0,0,0,0,2,1,0,0,PASS,PASS
目的地,2,3,mù dì dì,điểm đến,"Mục đích địa — điểm đến, nơi cần đến. Dùng trong du lịch, giao thông, và nghĩa bóng (mục tiêu cuối cùng).",0,4,2,2,4,1,0,0,PASS,PASS
看上去,3,3,kàn shàng qu,trông giống,"trông có vẻ, nhìn qua thì thấy; đánh giá dựa trên ấn tượng bên ngoài",0,2,0,0,3,3,0,0,PASS,PASS
看起来,1,3,kàn qǐ lái,trông như thể,"trông có vẻ, hình như",0,0,0,0,1,3,0,0,PASS,PASS
睡懒觉,1,3,shuì lǎn jiào,ngủ nướng,"ngủ nướng, ngủ dậy muộn",0,0,0,0,2,1,0,0,PASS,PASS
矿泉水,3,3,kuàng quán shuǐ,nước khoáng,nước khoáng,0,0,0,0,0,1,0,0,PASS,PASS
矿物质,3,3,kuàng wù zhì,khoáng chất,"khoáng chất, chất khoáng",0,0,0,0,2,1,0,0,PASS,PASS
研究生,1,3,yán jiū shēng,học viên cao học,nghiên cứu sinh,0,0,0,0,3,1,0,0,PASS,PASS
笔记本,2,3,bǐ jì běn,máy tính xách tay,sổ tay,0,2,1,1,4,2,0,0,PASS,PASS
简化字,2,3,jiǎn huà zì,Chữ giản thể,Chữ giản thể,0,0,0,0,2,1,0,0,PASS,PASS
红绿灯,3,3,hóng lǜ dēng,đèn giao thông,đèn giao thông,0,0,0,0,0,1,0,0,PASS,PASS
纳闷儿,3,3,nà mènr ,băn khoăn,"băn khoăn, thắc mắc, khó hiểu",0,0,0,0,2,1,0,0,PASS,PASS
维生素,2,3,wéi shēng sù,vitamin,Duy sinh tố — vitamin; chất dinh dưỡng thiết yếu cho cơ thể.,0,0,0,0,3,1,0,0,PASS,PASS
美术馆,1,3,měi shù guǎn,Bảo tàng mỹ thuật,"Bảo tàng mỹ thuật, phòng trưng bày nghệ thuật",0,0,0,0,2,1,0,0,PASS,PASS
羽毛球,3,3,yǔ máo qiú,cầu lông,cầu lông,0,0,0,0,0,0,0,0,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
老太太,3,3,lǎo tài tai,bà cụ,"Bà cụ, bà già; (vùng phương Bắc) vợ, bà",0,3,1,3,3,1,0,0,PASS,PASS
老朋友,2,3,lǎo péng you,bạn cũ,bạn cũ,0,1,0,0,2,1,0,0,PASS,PASS
老百姓,3,3,lǎo bǎi xìng,người dân,"Người dân, dân thường",0,3,2,2,3,1,0,0,PASS,PASS
聊天儿,1,3,liáo tiānr ,Trò chuyện,"Trò chuyện, tán gẫu",0,0,0,0,3,3,1,1,PASS,PASS
联合国,3,3,Lián hé guó,Liên Hợp Quốc,Liên Hợp Quốc,0,3,1,1,3,1,0,0,PASS,PASS
联欢会,1,3,lián huān huì,Buổi liên hoan,"Buổi liên hoan, tiệc mừng",0,0,0,0,2,1,0,0,PASS,PASS
能不能,3,3,néng bu néng,có thể hay không,có được không; có thể không,0,2,0,0,3,2,0,0,PASS,PASS
自行车,1,3,zì xíng chē,xe đạp,xe đạp,0,2,1,2,4,3,0,0,PASS,PASS
葡萄酒,1,3,pú tao jiǔ,rượu nho,rượu nho,0,0,0,0,0,0,0,0,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
蛋白质,3,3,dàn bái zhì,protein,"protein, chất đạm (đại phân tử sinh học cấu tạo từ axit amin, thiết yếu cho cơ thể)",0,4,3,3,4,1,0,0,PASS,PASS
行李箱,3,3,xíng li xiāng,vali,"Vali hay cốp xe là hộp đựng đồ dùng khi đi du lịch hoặc đi xa, thường có bánh xe để kéo đi.",0,1,0,0,3,1,0,0,PASS,PASS
西红柿,2,3,xī hóng shì,cà chua,cà chua,1,2,0,0,2,1,0,0,PASS,PASS
计算机,2,3,jì suàn jī,máy tính,máy tính,0,2,0,0,2,1,0,1,PASS,PASS
请假条,1,3,qǐng jià tiáo,Giấy xin nghỉ phép,Giấy xin nghỉ phép,0,0,0,0,2,1,0,0,PASS,PASS
赶不上,2,3,gǎn bu shàng,không theo kịp,"không theo kịp, không đuổi kịp; không đủ thời gian để bắt kịp (xe, người, tiến độ…)",0,3,0,0,4,1,0,0,PASS,PASS
超声波,3,3,chāo shēng bō,sóng siêu âm,"sóng siêu âm, siêu âm",0,0,0,0,2,1,0,0,PASS,PASS
越来越,2,3,yuè lái yuè,càng ngày càng,càng ngày càng,0,1,1,3,7,4,0,0,PASS,PASS
踢足球,2,3,tī zúqiú,chơi bóng đá,chơi bóng đá,0,0,0,0,7,5,0,0,PASS,PASS
身份证,3,3,shēn fèn zhèng,chứng minh thư,"Chứng minh thư, giấy tờ tùy thân",0,3,2,2,3,1,0,0,PASS,PASS
过山车,3,3,guò shān chē,tàu lượn siêu tốc,"tàu lượn siêu tốc, tàu lượn",0,0,0,0,2,1,0,0,PASS,PASS
